GeneID,Gene_Numeration,RHC3555__Bcell___7DEA7B,RHC3557__Bcell___7DEA7B,RHC3562__Bcell___7DEA7B,RHC3594__Bcell___7DEA7B,RHC3596__Bcell___7DEA7B,RHC3600__Bcell___7DEA7B,RHC3602__Bcell___7DEA7B,RHC3633__Bcell___7DEA7B,RHC4079__Fibroblast___FB4E09,RHL2786__Bcell___7DEA7B
3052,3052_5,0,0,0,0,0,0,0,0,0,0
1856,1856_5,0,0,0,0,0,0,0,0,157.466,0
64063,64063_5,0,0,0,0,0,0,0,0,0,0
5976,5976_5,0,0,46.5499,0,0,0,0,0,0,0
8935,8935_5,0,0.746885,25.7429,0,0,0,0,0,0,0
292,292_5,102.361,11.305,15.841,499.353,506.124,0,0,0.919837,373.883,1152.54
55013,55013_5,0,0,0,0,0,0,0,0,0,0
3207,3207_5,0,0,0,0,0,0,0,0,0,0
5439,5439_5,99.8842,161.124,115.952,328.041,45.8803,0,0,0,0,0
56919,56919_5,0,0,0,0,0,0,0,0,7.2234,0
4222,4222_5,0,0,0,0,0,0,0,0,0,0
221981,221981_5,0,0,0,0,0,0,0,0,0,0
3980,3980_5,0,0,0,0,0,0,0,0,0,0
79657,79657_5,3.26331,0,0,0,0,3.26423,0,0,0,0
6296,6296_5,0,0,0,0,0,0,0,0,0,0
81691,81691_5,0,0,0,0,0,0,0,0,0,0
57019,57019_5,0,0,0,0,0,0,0,0,0,0
56928,56928_5,0,23.8589,0,0,0,0,0,0,0,0
80256,80256_5,0,0,0,0,0,0,0,0,0,0
51226,51226_5,0,0,0,8.04028,0,0,0,0,0,0
5577,5577_5,0,2.83225,0,0,0,0,0,0,0,0
10943,10943_5,0,0,0,0,0,205.129,180,0,0,0
1387,1387_5,0,0.54027,0,0,0,0,0,0,0,0
9256,9256_5,0,0,0,0,0,0,0,0,0,0
4353,4353_5,0,0,0,0,0,0,0,0,0,0
5444,5444_5,0,0,0,0,0,0,0,0,0,0
6936,6936_5,14.3316,0,0,0,0.0442198,0,0,0.811416,0,0
84058,84058_5,0,0,0,10.1614,0,0,0,0,0,0
54677,54677_5,0,0,0,3.68524,0,0,0,0,0,0
5244,5244_5,0,0,0,0,0,0,0,0,0,0
55904,55904_5,39.2578,272.369,12.1306,0,0.632096,2.71713,216.713,87.0874,5.05956,8.55086
57414,57414_5,0,0,0,0,0,0,0,0,0,0
30812,30812_5,0,0,0,0,0,0,0,0,0,0
25998,25998_5,43.8607,0.505927,0,0,3.35999,5.11562,0,0.150247,0,0
7748,7748_5,0,11.2724,0,0,0,0,0.0976464,0,0,0
23077,23077_5,116.896,0,0,0,0,0,19.8102,0,0.246909,11.6793
26224,26224_5,0,0,0,108.477,0,0,0,0,0,0
3683,3683_5,0,65.0758,0,0,0,0,0,0,0,1.10906
5164,5164_5,0,0,0,0,0,0,0,0,0,0
3675,3675_5,0,0,0.259628,0,0.35273,0,0,0,0,0
7543,7543_5,0,246.652,56.5785,58.9016,0.394676,0,0,4.2545,3.12765,0
3920,3920_5,37.9805,33.5474,13.8741,0,0,64.1178,0,0,0,0
3674,3674_5,0,0,0,0,0,0,0,0,0,0
51666,51666_5,0,0,0,0,0,0.154203,0,0,0,0
51573,51573_5,0,1.72068,0,0,1.88889,0,0,0,0,0
55049,55049_5,0,0,0,0,2.53677,0,0,0,0,0
9244,9244_5,0,0,0,0,0,0,0,0,0,0
114881,114881_5,0,0,0.661178,0,52.2432,0,0,0,0,0
26022,26022_5,0,3.20249,0,0,0,0,0,0,7.59575,0
51087,51087_5,0,0,0,0,0,0,0,0,0,0
3883,3883_5,0,0,0,0,0,0,0,0,0,0
9020,9020_5,0,0,0,0,0,0,0,204.596,0,0
6833,6833_5,0,0,0,0,0,0,0,0,0,0
10368,10368_5,0,0,0,0,0,0,0,0,0,0
54972,54972_5,0,0,0,0,0,0,0,0,0,0
163,163_5,0,4.57907,0,0,4.02206,0,0,0,0,0
6863,6863_5,0,0,0,0,0,0,0,0,0,0
10127,10127_5,0,0,0,0,0,0,0,0,0,0
6376,6376_5,0,0,0,0,0,0,0,0,0,0
64847,64847_5,0,0,0,0,0,0.518719,0,0,0,0
8913,8913_5,0,0,0,0,0,0,0,0,0,0
51330,51330_5,0,0,0,0,5.46964,0,0,0,0,0
1750,1750_5,0,0,0,0,0,0,0,0,0,0
4293,4293_5,0,0,0,0,0,0,0,0,0,0
5898,5898_5,0,2.37346,0,0,0,0,0,0,0,2.07436
55971,55971_5,0,22.4129,0,0,0,0,0,0,0,0
80853,80853_5,0,0,295.503,0,0.0652058,0,0,0,0,0
2115,2115_5,0,0,0,0,0,0,0,0,54.8259,0
55750,55750_5,0,0,0,0,1.50425,0,0,0,4.13551,0
221,221_5,0,6.96537,0,0,0,0,0.111024,0,0,0
55001,55001_5,0,0,0,0,0,0,0,0,0,0
57157,57157_5,0,0,0,0,0,0,0,0,0,1.28051
10344,10344_5,0,0,0,0,0,0,0,0,0,0
9855,9855_5,0,2.95245,0,0.157306,0,0,0,0,0,0
10083,10083_5,0,0,0,0,0,0,0,0,0,0
79017,79017_5,0,0,0,14.0133,0,0,0,0,0,393.45
10926,10926_5,0,44.5118,0,0,0,0.760683,0,0,0,160.483
6915,6915_5,0,0,0,10.2541,0,0,0,0,0,0
3475,3475_5,8.73174,559.659,0,0,488.104,0,0,0,0,0
56891,56891_5,0,0,0,0,0,0,0,0,0,0
1352,1352_5,0,0,0,9.55803,1.08913,0,0,0,0,0
9569,9569_5,0,0,0,0,0,0,0,0,33.9358,0
54623,54623_5,0,0,0,0,0,0,0,0,0,0
27072,27072_5,0,0,0,0.0494449,0,0,0,0,0,0
9912,9912_5,0,0,0,0,0,0,0,0,0,0
60528,60528_5,0,0,87.2488,0,0,0,0,0,0,0
85477,85477_5,0,0,0,0,0,0,0,0,0,0
414,414_5,0,5.20661,0,0,0,0,0,0,0,1.12114
8228,8228_5,0,0,0,0,0,23.1964,0,0,0,0
8735,8735_5,0,0,0,0,0,0,0,0.163145,0,0
79602,79602_5,0,0.83085,0,0,0,0,15.939,0,2.61553,0
51265,51265_5,0,50.3529,0,0,0,0,0,0,0,0
151531,151531_5,0,0,0,0,0,0,0,0,0,0
10942,10942_5,0,0,28.5145,0,0,0,0,0,0,0
57787,57787_5,0,0,0,0,0,0,0,0,0,0
8842,8842_5,0,0,0,0,0,0,0.988557,0,105.849,0
115098,115098_5,0,0,9.82821,0,0,0,0,0,0,0
90273,90273_5,0,0,0,26.8565,0,0,0,0,0,0
5048,5048_5,0,0,0,46.8319,0,0,0,0,11.8022,12.0112
4843,4843_5,0,11.3802,0,0,0,0,0,0,0,0
1770,1770_5,0,0,0,0,0,0,0,0,0,0
9703,9703_5,0,0.723119,0,0,0,0,0,0,0,3.08584
9058,9058_5,0,0,0,0,0,0,0,0,0,0
8522,8522_5,0,0,0,0,0,0,0,0,0,0
79090,79090_5,0,159.286,0,0,0,0,232.404,0,30.5449,0
4145,4145_5,0,0,0,0,0,0,0,0,0,0
1087,1087_5,0,0,0,0,0,0,0,0,0,0
974,974_5,0,0,51.3685,1.88757,0,0,0,0,0,0
6329,6329_5,0,0,0,0,0,0,0,0,0,0
54879,54879_5,0,0,0,0,0,0,0,0,0,0
8277,8277_5,0,0,0,0,0,0,0,0,0,0
5080,5080_5,0,17.9348,0,0,0,0,0,0,0,0
113000,113000_5,0,0,0,0,0,0,0,0,0,0
64285,64285_5,0,196.92,0,0,0,0,0,0,0,0
55692,55692_5,0,91.9962,0,0.902282,15.1807,0,0,0,0,11.0317
9254,9254_5,0,0,0,0,0,0,0,0,0,0
8938,8938_5,0,0,0,0,0,0,0,0,0,0
115939,115939_5,0,0,0,0,0,0,0,0,0,0
9091,9091_5,0,0,0,0,0,0,0,0,0,0
57585,57585_5,0,0,0,0,0,0,0,0.472975,0,0
7005,7005_5,0,0,0,0,0,0,0,0,0,0
6401,6401_5,0,0,0,0,0,0,0,0,0,0
55735,55735_5,0,0,0,0,0,0,0,0,0,0
2328,2328_5,0,0,0,0,0,0,0,0,0,0
29116,29116_5,0,6.7659,0,0,0,0,0,0,0,0
27035,27035_5,0,0,0.312042,0,0.605411,0,1.02511,0,0,4.01608
1870,1870_5,0,0,0,0,118.952,0,0,0,0,150.384
5689,5689_5,0,0,65.8797,0,684.218,0,52.408,2.62359,0,22.898
6853,6853_5,0,0,0,0,0,0,0,0,0,0
3720,3720_5,0,0,0,0.328813,0,0,0,0,1.35519,0
6792,6792_5,0,0,0,0,0,0,0,0,0,0
57172,57172_5,0,0,0,0,0,0,0,0,0,0
728642,728642_5,56.0333,8.82378,0,0,17.8434,0,0.319073,0,0,339.691
65220,65220_5,0.259362,49.0771,0,35.2374,0,0,0,0,0,0
7021,7021_5,0,0,0,0,0,0,0,0,0,0
83741,83741_5,0,0,0,0,0,0,0,0,0,0
9940,9940_5,0,0,0,0,0,0,0,0,0,0
9265,9265_5,0,0,0,0,0,0,0,0,14.7297,0
53616,53616_5,0,0,0,0,0,0,0,0,0,0
6856,6856_5,0,0,0,0,0,0,0,0,5.873,2.88197
1534,1534_5,15.4276,1.74637,0,0,0,0,0,0,0,0
9043,9043_5,0,14.0489,5.44906,0,4.08642,0.0728954,0,2.06185,57.5105,0
1951,1951_5,0,0,0,0,0,0,0,0,0,0
10157,10157_5,0.207083,0.686296,0.409607,0.208749,0,0,0,1.66096,0,0
55200,55200_5,0,54.3212,0,0,0,0,0,0,0,0
51188,51188_5,0,0,0,0,2.25857,0,0,20.8138,0,9.03379
84954,84954_5,0,0,0,216.812,0,0,0,0,0,0
4257,4257_5,0,0,0,0,71.2593,0,12.8554,0,0.140635,0
1407,1407_5,0,0,0,0,0,0,0,0,0,0
8993,8993_5,0,0,0,0,0,0,0,0,0,0
4784,4784_5,0,0,0,0,19.3802,0,0,0,3.4998,0
6482,6482_5,0,0,0,0,0,0,68.0039,0,0,0
64386,64386_5,0,0,0,0,0,0,0,0,0,0
9235,9235_5,0,0,0,0,0,0,0,0,92.422,0
5310,5310_5,0,11.6082,0,0,0,0,0,0,11.044,0
23542,23542_5,0,0,0,0,0,0,0,0,0,0
9862,9862_5,0,0,0,0,3.31753,0,2.05661,2.88398,0.952546,0
23221,23221_5,0,0,0,0,0,0,0,0,0,0
54497,54497_5,1.95975,0.298358,136.023,1.55161,1.44292,0,8.7048,0,0.0910956,0
7095,7095_5,2209.23,403.663,164.322,468.591,101.358,29.7603,494.693,13.1644,347.414,12.9796
6224,6224_5,986.434,1037.68,449.987,290.735,236.221,688.015,163.02,269.186,147.285,770.165
7812,7812_5,0,0.470487,32.8116,20.913,0,77.7034,141.664,116.784,1.79875,34.4499
9690,9690_5,0.495588,14.2146,0.559966,0,5.03987,10.4027,0,0,0,0
5980,5980_5,0.330574,73.3148,0.0524489,0.426298,65.7399,0.720623,0,69.6379,0.00838754,2.40135
10178,10178_5,0,0,0,0,0,0,0,0,0,0
5081,5081_5,0,0,0,0,0,0,0,0,0,0
10747,10747_5,0,0,0,0,0,0,0,0,0,0
389434,389434_5,0,0.811771,0,0,0.0410206,1.67976,0,0.331391,0,0
199870,199870_5,0,0,2.59577,158.074,0.198768,83.212,0,0,0,0
80342,80342_5,0,524.23,10.3886,209.096,0,706.913,0,0,0,57.8201
29954,29954_5,0,0,0,0,0,0,0,0,0,0
51534,51534_5,0,0.538583,0,0,0,0,0,0,0,20.5816
51085,51085_5,0,135.85,0,0,0,0,0,0,0,0
9031,9031_5,0,7.8239,0,0,0,0,0.217085,0,0,251.069
10048,10048_5,0,16.6789,0,0,0,0,0,0,4.17716,0
51513,51513_5,0,0,0,0,0,0,0,0,0,0
83932,83932_5,0,0,0,0,0,0,0,0,0,0
51603,51603_5,0,0,0,0,0,0,0,0,0.166469,0
8798,8798_5,0,63.2261,0,0,91.3501,0,0,0,0,0
7756,7756_5,61.7869,0,0,0,48.978,0,0.827528,1316.16,0,30.4586
7384,7384_5,0,16.8703,125.029,0,0,0,0.337118,0,384.281,65.8252
83930,83930_5,0,0,0,0,0,0,1.49219,0,0,0
928,928_5,0,71.9932,0,0,52.1502,3.12332,0,0,0,0
57467,57467_5,0,0,0,0,0,0,0,0,0,0
9918,9918_5,0,7.68578,0,0,0,0,0,0,0,6.23788
25900,25900_5,0,0,0,0,0,0,0,0,0,0
2696,2696_5,0,271.499,214.665,267.878,0,0,0,0.278344,0,0
51533,51533_5,0,0,0,0,0,0,0,0,8.06676,0
56920,56920_5,0,0,0,0,0,0,0,0,0,0
11188,11188_5,0,5.79245,0,0,0,0,0,0,38.4051,0
23166,23166_5,0,0,0,0,0,0,0,0,0,0
80199,80199_5,0,0,0,0,0,0,0,0,0,0
6540,6540_5,0,0,0,0,0,0,0,0,0,0
3423,3423_5,0,0,0,0,0,0.086226,0,0,0,0
5646,5646_5,0,0,0,0,0,0,0,0,0,0
7752,7752_5,0,2.92675,0,0,0,0,0,0,0,0
920,920_5,0,0,0,0,0,0,0,0,0,0
10233,10233_5,0,0,0,0,0,0,7.56615,0,0,0
695,695_5,0,0,0,0,0,5.07417,0,0,0,0
3077,3077_5,0,0,0,0,0,0,0,0,0,0
22955,22955_5,0,0,0,0,0,1086.36,0,0,4.97467,13.6082
2534,2534_5,0,0,0,0,0,0,0,0,0,0
3097,3097_5,0,787.66,0,0,0,0,0,0,0,0
2326,2326_5,0,0,0,0,0,49.6754,0,0,0,0
6924,6924_5,0,31.4599,0,0,3.92957,0,0,0,0,0
11313,11313_5,0,0,0,0,0,0,263.249,0,0,213.93
1185,1185_5,0,2.34296,2.38393,0,0,0,0,0,0,0
9902,9902_5,0,0,0,0,2.29888,0,0,0,1.10141,0
654364,654364_5,0,0,0,84.0965,2.41558,0,0,0,35.6344,0
6534,6534_5,0,0,0,0,0,0,0,0,0,0
10867,10867_5,0,0,0,0,0,0,0,0,27.0533,0
55727,55727_5,0,4.8414,25.5189,0,0.153475,0,0.0905603,0,0,0
9546,9546_5,0,0,0,138.415,0,0,0,0,0,0
54903,54903_5,0,12.9975,0,0,0,0,0,0,0,0
51099,51099_5,0,16.546,0,0,0,0,206.784,0,0,0
3730,3730_5,0,0,0,0,0,0,0,0,0,0
26993,26993_5,0,0,0,0,0,0,0,0,0,0
54799,54799_5,0,0,0,0,0,0,0,0,0,0
51096,51096_5,0,0,0,0,0,0,0,1.17109,0,0
54476,54476_5,0,4.5499,0,0,174.936,0,0,0,0,0
54902,54902_5,0.618494,0,0,0,0,0,0,0,6.96245,4.2747
5725,5725_5,0,357.399,0,0,5.612,0,0,15.6516,0,0
8193,8193_5,0,0,0,0,0,0,0,0,0,0
9066,9066_5,0,0,0,0,0,0,0,0,0,0
23395,23395_5,0,0,0,1.52008,0,0,0,0,0,0
5286,5286_5,0,0.366996,0,0.0312298,0.653644,2.35743,0,0,0,0
5329,5329_5,0,72.0318,0,0,238.887,0,0,0,0,0
54443,54443_5,0,0,0,0,0,0,0,0,0,0
58525,58525_5,0,0,0,0,0,0,0,0,0,0
23637,23637_5,0,0,0,45.2082,8.88681,0,0,0,0,4.636
1634,1634_5,0,0,0,0,0,0,0,0,44.1128,0
54814,54814_5,0,1.4386,0,0,0,0,0,0,0,0
5536,5536_5,0,0,0,0,0,0,0,0,0,0
23177,23177_5,0,0.337961,1.58011,0.107842,0.0776847,0,0.0619997,0.255438,0,0
8491,8491_5,0,0,0,0,5.08579,0,0,0,0,0
27033,27033_5,0,0,0,0,0,0,0,0,0,0
7305,7305_5,0,0,0,0,0,0,0,0,0,0
57146,57146_5,0,16.8745,0,0,0.790375,0,0,0,0,0
2556,2556_5,0,0,0,0,0,0,0,0,0,0
672,672_5,0,0,0,0,0,0.470295,0,0,0,0
2067,2067_5,0,2.10211,0,1043.65,8.48044,0,0,0,0,3.80901
933,933_5,0,0,0,0,0,0,0,0,0,0
7869,7869_5,0,0,0,0,0,34.5275,0,0,0,0
51360,51360_5,0,0,0,2.46762,0,0.122287,0,0.129915,0,0
4007,4007_5,0,31.2327,0.355292,4.77905,7.31401,11.9753,0,7.44148,0,2.12672
4057,4057_5,0,0,0,0,0,0,0,0,0,0
2137,2137_5,0,0,0,0,0,0,0,0,0,0
9971,9971_5,0,0.616853,0,0,0,0,0,0,0,0
60481,60481_5,0,0,0,0,0,0,0,0,0,29.1302
240,240_5,0,0,0,0,37.6018,0,0,0,0,0
8284,8284_5,0,0,0,0,0,0,0,0,0,0
57658,57658_5,0,0,0,49.6736,29.2702,1256.25,0,707.327,4.83591,0
55148,55148_5,0,0,0,0,0,0,0,0,0,0
11183,11183_5,0,0,0,18.0638,0,0,0,0,0.182705,0
30845,30845_5,0,0,0,0,0,0,0,0,1.97332,0
5704,5704_5,0,21.1257,0,0,0,58.037,0,0,405.324,0
23324,23324_5,0,0,1.43151,0,0,0,0,0,0,0
57709,57709_5,0,0,0,0,0,0,0,0,0,0
5010,5010_5,0,0,0,0,0,0,0,0,0,0
51629,51629_5,0,96.0789,0,0,0,0,1.26017,0,363.072,0
9961,9961_5,0,1.11592,0,0,253.531,0,0.284465,0,0,0
51667,51667_5,0,1.97627,21.8867,0,0,0,0,0,0,0
5238,5238_5,0,0,30.7864,42.8669,0,0,2.11052,0,0,638.142
112611,112611_5,0,0,0,0,0,0,0,0,24.3268,182.879
1195,1195_5,0,1541.98,102.862,253.788,546.695,38.2611,0.126539,67.5935,134.758,95.5339
55703,55703_5,0,0.809505,0,0,0,0,0,4.77328,0,0
23357,23357_5,0,0,0,0,0,0,0,0,3.15084,0
9604,9604_5,0,0,0,0.0938416,18.5021,0,0,0,0,0
1774,1774_5,0,15.7482,0,0,0,0,0,0,0,0
1663,1663_5,0.948404,0.86572,218.823,0,0,0,0,0,0,0
50865,50865_5,0,10.1968,0,0,0,0,0,0,0,0
9052,9052_5,0,46.8087,0,0.350228,22.8531,0.132843,0,0,0,0
10046,10046_5,0,0,0,0,0,0,0,0,0,0
923,923_5,0,0,0,0,0,0,0,0,0,0
10460,10460_5,0,0,0,0,0.290357,0,0,0,0,0
23376,23376_5,0,37.3185,0,26.924,0.0926284,26.5409,0,8.08752,0,0
23649,23649_5,0,0,0,0,62.7001,0,0,0,0,0
23144,23144_5,0,0,0,0,0,0,0,0,0,0
823,823_5,0,0,0,0,0,0,0,0,0,0
55,55_5,0,0,0,0,0,0,0,0,0,0
4190,4190_5,2127.56,0,0,4.59324,654.622,0,11.1624,0,0,461.856
10463,10463_5,79.8012,0,0,0,0.0894089,143.221,26.1939,0,0,0
10903,10903_5,0,120.061,0,0,0,0,0,0,0,0
1355,1355_5,0,0,0,0,0,0,0,0,0,2.5784
440193,440193_5,0,0,278.595,0,11.7671,0,0.832449,0,15.5858,1.627
10138,10138_5,0,0,0.374909,0,0,2.66237,1.08494,0,0,0
10771,10771_5,0,145.911,0,0,0,0,0,0,48.8255,0
7454,7454_5,0,0,0,0,0,0,0,0.575517,0,0
1800,1800_5,0,0,0,0,0,0,0,0,0,0
637,637_5,0,0,0,0,0,0,0,0,1.31475,0
9782,9782_5,258.662,1.42176,103.131,74.9679,21.6851,0,0.164807,0.520093,16.5864,10.1715
29881,29881_5,0,0,0,0,0,0,0,0,0,0
64132,64132_5,0,0,0,0,0,0,0,0,0,0
84220,84220_5,0,7.34832,0.949723,1.01719,0.217738,50.0207,0.0323047,12.8872,0,0
81551,81551_5,0,0,0,0,0,0,0,0,0,0
23386,23386_5,0,17.233,0,0,0,0,0,0.760934,21.7415,0
3670,3670_5,0,0,0,0,0,0,0,0,0,0
55349,55349_5,0,0,0,0,0,0,0,0,0,0
53832,53832_5,0,0,0,0,0,0,0,0,0,0
1179,1179_5,0,0,0,0,0,0,0,0,0,0
22802,22802_5,0,0,0,0,0,0,0,0,0,0
55830,55830_5,21.9336,27.2812,0,0,0,0,5.73371,221.224,60.3177,0
27032,27032_5,0,197.525,0,9.41376,2.88141,0,0,0,0,0
3479,3479_5,0,50.4541,0,0,0,0.955301,0,0,0,0
92745,92745_5,2.09753,0,0,0,0,27.2868,0,0,0,0
10928,10928_5,0,0,1.53261,0,10.1834,0,0,0,0,0
22902,22902_5,0,3.12447,0,0,0,0,0,0,0,0
1272,1272_5,0,0,0,0,0,0,0,0,0,0
6556,6556_5,0,40.7179,0,0,0,0,0,0,0,0
25937,25937_5,0,0,0,0.748272,0,0,0,0,36.655,0
8540,8540_5,0,0,0,2.02964,0,0,0.201259,0,0,2.9403
646915,646915_5,0,0,0,0,0,12.7229,0,0,0,0
63932,63932_5,0,48.1128,0,0,0.131502,110.988,2.85999,0,0,0
477,477_5,0,0,0,0,0,109.238,0,0,0,0
55622,55622_5,0,0,0,0,0,6.51418,0.534147,0,0,0
147948,147948_5,0,0,0,0,0,0,0,0,0,0
23584,23584_5,0,225.316,0,0,206.541,0,0,0,0,0
23187,23187_5,0,17.7315,0,0,0,0,0,0,0,0
8685,8685_5,0,0,0,0,0,0,0,0,0,0
1591,1591_5,0,0,0,0,0,66.0468,0,0,0,0
56981,56981_5,0,0,0,0,0,0,0,0,0,0
57586,57586_5,0,0,0,0,0,0,0,0,0,0
6591,6591_5,0,0,0,0,0,0,0,0,0.101176,0
972,972_5,2513.6,990.926,1325.86,1264.01,23.8987,381.634,1874.03,1350.7,19.758,422.738
3082,3082_5,0,0,0,0,0,0,0,0,0,0
54764,54764_5,4.66804e-06,0,0,0,0,0.229034,0,0,0.169469,0
23154,23154_5,0,0,0,0,0,0,55.5663,0,0,0
25960,25960_5,0,0,0,0,0,0,0,0,0,0
55734,55734_5,0,0,0,0,0,0,0,0,0,0
4331,4331_5,0,0,29.8066,0,17.456,0,0,0,0,0
23034,23034_5,0,0,0,0,0,0,0,0,0,0
864,864_5,0,0,0,2.57298,0,0,0.871222,0,1.63502,6.07424
4361,4361_5,0,0,0,0,1.35396,0,0,0,0,0
58473,58473_5,0,0,0,0,94.3755,0,2.84052,0,0,0
1992,1992_5,0,303.592,0.283449,0.479253,413.856,150.579,0,0,0,21.9467
64816,64816_5,0,0,0,0,0,0,0,0,0,0
11136,11136_5,0,0,0,0,0,0,0,0,0,0
6683,6683_5,0,0,0,0,0,0,0,0,0,0
9369,9369_5,0,0,0,1.58799,0,0,0,0,0,0
114879,114879_5,0,0,0,0,0,0,0,0,0,0
9716,9716_5,0,0.281481,0.289303,0.0484716,4.46898,0,0,0,0,0
1373,1373_5,0,0,0,0,0,0.105772,2.47947,0,0,0
732,732_5,0,0,0,0,0,0,0,0,0,0
2273,2273_5,0,0,0,0,0,0,0,0,18.8855,0
51507,51507_5,0,1.72461,0,0,0,0,0,0,0.698622,0
2554,2554_5,0,0,0,0,0,0,0,0,0,0
55655,55655_5,0,0,0,0,0,0,0,0,0,0
57210,57210_5,0,0,0,0,0,0,0,0,0,0
9921,9921_5,0,1125.69,43.7344,0,1.42702,0,0,0,0,233.295
55778,55778_5,0,8.82905,0,0,0,0,0,0,0,0
64429,64429_5,0,0,0,250.55,0,0,0,0,0,0
