GeneID,Gene_Numeration,RHC3555__Bcell___7DEA7B,RHC3557__Bcell___7DEA7B,RHC3562__Bcell___7DEA7B,RHC3594__Bcell___7DEA7B,RHC3596__Bcell___7DEA7B,RHC3600__Bcell___7DEA7B,RHC3602__Bcell___7DEA7B,RHC3633__Bcell___7DEA7B,RHC4079__Fibroblast___FB4E09,RHL2786__Bcell___7DEA7B
29893,29893_5,0.446399,2.21983,0,0,0,0,0,0,0,0
8639,8639_5,0,0,0,0,0,0,0,0,0,0
47,47_5,0.158445,0,0,1.62855,0,0.236028,0.45644,0,0,0
84313,84313_5,0,12.6437,0,0,259.148,0,0,1.64224,0,0
10266,10266_5,0,0,0,0,0,0,0,0,0,0
314,314_5,0,0,0,0,0,0,0,0,0,0
2538,2538_5,0,0,0,0,0,0,0,0,0,0
4695,4695_5,0,85.2932,0,10.4075,228.595,807.135,0,0,45.8534,0
54882,54882_5,0.00100537,77.5671,0,181.462,4.08047,1254.52,9.59875,9.09409,109.54,101.037
1729,1729_5,0,43.7146,0,0,1.22155,0,0,0,0,13.2297
80762,80762_5,0,0.421296,5.47849,0,0,0,0.4447,0,0,0
7322,7322_5,0,0,0,3.02712,0,22.7259,16.4087,0,0,474.549
84672,84672_5,0,0,0,0,0,0,0,0,0,0
441543,441543_5,0,0,0,0,0,0,0,0,0,0
60412,60412_5,0.372875,788.821,0,0,0,0,0,0,0,1.95885
116983,116983_5,0,0,0,0,0,0,0,46.2933,0,0
54991,54991_5,0,0,0,0,0,0,0,0,0,0
55107,55107_5,0,0,0,0,0,0,0,0,0,0
8500,8500_5,183.531,78.2904,0,1.6843,158.624,0,0,0,48.2214,0
79652,79652_5,0,0,0,0,0,0,0,0,146.038,0
79412,79412_5,0,0,0,0,0,0,0,0,0,0
79228,79228_5,0,0,0,0,0,0,0,0,0,0
84231,84231_5,0,0,0,0,0,0,0,0,0,0
56033,56033_5,0,0,0,0,0,0,0,0,0,0
4814,4814_5,0,0,18.4929,0,0,0,0,0,0,0
765,765_5,0,0,0,0,0,0,0,0,0,0
261734,261734_5,0,0,0,0,0,0,0,0,23.5501,0
4131,4131_5,0,7.08502,0,0,0,0,0,0,0,0
84528,84528_5,0,0,0,0,0,0,0,0,0,0
3597,3597_5,0,0,0,0,61.3271,0,17.5319,0,1.16334,0
54521,54521_5,0,0,0,0,0,0,0,0,0,0
1160,1160_5,0,0,0,0,0,0,0,0,0,0
84240,84240_5,0,0,0,0,0,0,0,0,77.1817,0
3885,3885_5,0,0,0,0,0,0,0,0,0,0
3884,3884_5,0,0,0,0,0,0,0,0,0,0
84951,84951_5,0,0,0,0,0,0,0,0,0,0
7153,7153_5,0,0,0,0,0,0,0,0.115042,0,271.088
10948,10948_5,0,0,0,0,0,0,0,0,0,0
5914,5914_5,0,0,0,0,0,0,0,0,0,0
84152,84152_5,0,0,0,0,71.572,0,0,0,0,0
10656,10656_5,0,0,0,0,0,0,0,0,0,0
9557,9557_5,0,0,0,0,0,0,0,0,0,0
8799,8799_5,0,0,0,522.355,0,0,0,0,0,95.0715
2330,2330_5,0,0,0,0,0,0,0,0,0,0
10401,10401_5,0,0,0,0,0,0,0,0,0,0
5565,5565_5,0,0,0,0,0,0,0,0,0,1.0657
100132341,100132341_5,0,0,0,28.1299,2.64541,0,0,0,0,0
2488,2488_5,0,0,0,0,0,0,0,0,0,0
5160,5160_5,0,0,0,0,0,0,0,0,0,19.8726
10742,10742_5,0,0,0,0,0,0,0,0,65.0227,0
64087,64087_5,0,0,0,0,0,0,0,0,114.035,0
57343,57343_5,0,0,4.05665,0,0,0,0,0,0,0
79149,79149_5,0,0,0,0,0,0,0,0,0,0
7691,7691_5,0,0,0,0,0,0,0,0,0,0
57663,57663_5,0,0,0,0,0,0,0,0,0,0
55829,55829_5,0,537.18,509.867,330.431,0,48.6664,2.21971,82.9398,799.309,185.334
22856,22856_5,0,0,0,0,0,0,0,0,0,0
6627,6627_5,0,0,0,182.775,0,0,9.5734,233.495,33.4206,0
3996,3996_5,0,0,0,0,0,1.36368,0,0,0,0
8431,8431_5,0,0,0,0,0,0,0,0,0,0
79727,79727_5,0,0,0,0,0,0.206784,0,0,0,0
55145,55145_5,0,0,0,0,0,0,0,0,0,0
85415,85415_5,1.44504,2.93549,0,0,6.48139,0,0,0,0,0
83636,83636_5,0,0,0,0,0,0,0,0,0,0
91442,91442_5,0,0,0,0,0,0,0,0,0,0
341883,341883_5,0,0,0,0,0,0,0,0,0,0
55860,55860_5,0,29.4572,0,0,0,2.85587,47.5633,0,0,0
145447,145447_5,0,0,0,0,0,0,0,0,0,0
2643,2643_5,0,21.4173,0,0,0,0,0,0,0,0
3958,3958_5,0,94.2212,0.983324,0,899.529,0,0,121.536,0.117364,14.2011
79883,79883_5,0,0,0,0,0,0,0,0,0,0
3337,3337_5,488.992,1082.06,156.837,1597.08,52.349,0,234.015,168.513,12.47,2.6933
65249,65249_5,0,0,0,0,0,0,0,0,0,0
84261,84261_5,0,0,0,0,0,0,0,0,0,0
5989,5989_5,0,0,0,0,0,0,0,0,0,0
7568,7568_5,0,0,0,0,0,0,0,0,0,0
79173,79173_5,0,0,0,0,0,0,0,0,0,0
90379,90379_5,0,5.11537,0,0,0,0,0,0,0,0
54862,54862_5,0,0,0,0,0,0,0,0,0,0
83546,83546_5,0,0,0,0,0,0,0,0,0,0
4148,4148_5,0,0,0,0,0,0,0,0,0,0
6737,6737_5,0,0,0,0,0,0,0,0,0,0
54558,54558_5,0,0,0,0,0,0,2.48558,0,0,0
10489,10489_5,0,0,0,0,0,0,0,0,0.169408,0
10693,10693_5,0,0,0,0,0,0,0,0,0,0
22907,22907_5,0,6.11399,47.61,0,0,179.007,0,0,0,0
5894,5894_5,0,4.14676,0,0,0,0,0,0.62946,0,1.79338
6538,6538_5,0,0,0,0,0,0,0,0,0,0
5468,5468_5,0,0,0,0,0,0,0,0,0,0
23225,23225_5,0,0,0,2.76951,265.042,0,6.84662,0,0,3.78961
84824,84824_5,0,0,0,0,0,0,2.71783,0,0,0
51478,51478_5,0,196.413,0,0,0,0,9.23468,33.3938,0,0
55556,55556_5,0,1.27978,0,0.123851,6.34459,0,0,1.50375,36.4671,0
84034,84034_5,0,0,0,0,0,0,0,0,0,0
548593,548593_5,0,0,0,29.3652,0,0,0,543.883,0,45.7568
23647,23647_5,0,0,0,0,0,0,0,0,192.378,40.8697
85363,85363_5,0,0.546947,0,0,26.5234,0,0,0,20.6504,0
1262,1262_5,0,0,0,0,0,0,0,0,0,0
10346,10346_5,0,0,1.84114,0,0,0,0,0,0,0
23378,23378_5,0,0,0,0,0,0,0,0,0,0
26515,26515_5,0,0,0,0,0,17.6093,0,0,0,0
23167,23167_5,0,1.29664,0,0,0,0,0.0775497,0,0,1.21486
10086,10086_5,0,0,0,0,0,0,0,0,0,0
55037,55037_5,0,21.2848,0,271.433,0,1.69008,0,0,0,1.70183
10989,10989_5,0,17.0392,0,90.5899,0,0,1.29443,0,0,34.1585
51318,51318_5,0,0,0,0,0.807637,0,0,0,0,0
79781,79781_5,0,0,0,0,0,0,0,0,0,0
80895,80895_5,12.6104,53.6799,0,0,0,0.586001,0,0,0,10.1001
8864,8864_5,0,218.994,0,0,238.288,0,0,0,0.0432294,1.84215
10267,10267_5,0,0,0,0,0,0,0,0,0,0
51540,51540_5,0,0,0,0,0,0,0,0,0,0
5791,5791_5,0,13.606,43.9974,0,123.81,0.158027,0,48.4221,0,1.1686
5901,5901_5,240.266,177.163,0,25.6642,0.123316,0,0,0.531796,0,1834.4
5562,5562_5,0,2.14045,0,0,0,0,0,0,0,0
84674,84674_5,0,0,0,0,0,0,0,0,0,0
23108,23108_5,0,0,0,0,0,0,0,0,0,0
23277,23277_5,0,0,0,0,0,0,0,0,0,0
51763,51763_5,0,0,0,0,0,0,0,0,0,0
10514,10514_5,1.65626,3.86128,0,0,0,0,1.10728,0,0,0
6117,6117_5,0,0,0,0,0,0,0,0,64.3928,0
5176,5176_5,0,0,0,0,0,0,0,0,0,0
7326,7326_5,0,0,0,7.19534,0,0.350597,0,0,0,456.668
60678,60678_5,0,0,0,0,2.26202,0,0,0,0,0
57533,57533_5,0,0,0,0,0,0,0,0,0,0
85013,85013_5,0,0,0,0,0.14801,0,0,0,0,0
51805,51805_5,0,0,0,0,0,0,0,0,0,0
25957,25957_5,20.9022,197.537,11.7959,160.086,155.565,230.951,4.50273,615.922,0.292635,1.88963
64208,64208_5,0,0,0,0,0,0,0,0,0,0
23480,23480_5,22.6457,5.2064,188.139,710.553,5.50926,0,88.7276,0,503.445,1337.76
55915,55915_5,0,5.87834,0,0,15.5303,0,0,0,6.83911,40.1345
63979,63979_5,0,0,0,0,0,0,0,0,0,0
1644,1644_5,0,0,0,0,0,0,0,0,0,0
53940,53940_5,0,0,0,0,0,0,0,0,0,0
2926,2926_5,0,0,0,0,0,0,0,30.6184,0,0
10117,10117_5,0,0,0,0,0,0,0,0,0,53.0041
3512,3512_5,83814.1,18902.7,45428.9,55830.6,5429.65,21326.8,1579.86,33645.8,25860.1,245866
26057,26057_5,0.575206,0,0,0,45.924,0.652012,0.719408,0,114.532,1.47581
57050,57050_5,230.853,0,0,503.472,0,0,2.979,0,0,0
3691,3691_5,0,87.591,0,0,78.9349,0,0,0,0,0
23558,23558_5,0,2.4918,0,0,10.4688,0,0,0,0,0
3021,3021_5,1244.11,2751.98,17.612,36.1149,645.219,0,7.72143,118.096,115.853,1394.27
85451,85451_5,0,0,0,0.207396,0,0,0,0,0,0
91107,91107_5,0,0,0,0,0,0,0,0,0,0
9406,9406_5,33.4831,48.3538,8.67712,14.7672,8.25397,94.2982,9.83293,222.3,71.9657,2.12085
1984,1984_5,0,9.62068,0,9.96518,35.6157,0,0.619489,1.56133,19.4652,0
23135,23135_5,0,0,0,8.51887,0.138551,0,0,0,0,0
10462,10462_5,0,0,0,0,0,0,0,0,0,0
55065,55065_5,0,0,0,0,0,0.353619,0,0,0,0
3000,3000_5,0,0,0,0,0,0,0,0,0,0
2874,2874_5,0,64.3801,0,9.73125,0,0,0,0,0,31.5744
54739,54739_5,0,0,0,0,0,0,29.4243,0,0,0
1742,1742_5,0,0,0,0,0,0,0,0,0,0
10247,10247_5,0,0,0,0,0,0,0,0,0,0
157680,157680_5,0,21.3427,0,0,0.185242,68.4411,2.04366,373.609,2.34645,0
26166,26166_5,0,0,0,0,0,0,0,0,0,0
4147,4147_5,0,0,0,0,0,0,0,0,0,0
51308,51308_5,0,0,0,0,0,0,0,0,0,0
84105,84105_5,0,0,0,0,0,0,0,6.74661,67.9803,231.519
6388,6388_5,98.5661,0,17.1816,0,0,0,0,0,0,0
2319,2319_5,0,3.04513,0,0,0,0,0,0,0,0
26284,26284_5,0,0,0,0,0,0,0,0,0,0
54496,54496_5,0,0,0,0,0,0,19.4072,0,0,0
51388,51388_5,0,3.02158,0,0,0,0.368205,0,0,0.301239,0
7014,7014_5,0,0,0,0,0,0,0,1.89693,0,0
27183,27183_5,0,0,0,0,1.60226,0,0,0,0,13.8761
92154,92154_5,0,0,0,0,0,0,0,0,0,0
116835,116835_5,0,0,0,0,0,0,0,0,0,0
63926,63926_5,0,0,0,0,0,0,0,0,0,0
140856,140856_5,0,0,0,0,0,0,0,0,0,0
64773,64773_5,0,394.552,0,0,0,0,0,94.0605,0,0
6616,6616_5,0,0,0,0,0,0,0,0,0,0
22903,22903_5,0,0,0,0,0,0,0,0,0,0
5111,5111_5,0,0,0,56.4898,0,0.5878,0,0,0,0
29107,29107_5,0,0,0,160.79,0,0,0,0,0,0
10621,10621_5,0,0,0,0,0,0,0,0,0,0
54453,54453_5,0,0,0,0,0,0,0,0,1024.72,1.4428
5786,5786_5,0,14.6973,0,15.5033,0,0,0,0,0,0
6754,6754_5,0,0,0,0,0,0,0,0,0,0
7818,7818_5,0,30.628,0,5.63803,0,12.0184,0,0,0.697004,469.034
57127,57127_5,0,0,0,0,0,0,0.561298,0,0,0
22889,22889_5,5.99791,0.437019,0,0.406813,128.838,9.86964,0,0,0,0
480,480_5,0,0,0,0,0,0.845908,0,0,0,0
10763,10763_5,0,0,0,0,0,0,0,0,0,0
63827,63827_5,0,0,0,0,0,0,0,0,0,0
1401,1401_5,0,0,0,0,0,0,0,0,0,0
9826,9826_5,0,0,0,0,0,0,0,0,0,0
57111,57111_5,0,0,0,0,10.5229,0,0,0,0,0
60484,60484_5,0,0,0,0,0,0,0,0,0,0
325,325_5,0,0,0,0,0,0,0,0,0,0
79368,79368_5,0,18.105,130.647,0,0,0.147351,0.735829,0,0,0
50717,50717_5,0,21.6511,4.9008,0.925449,6.98228,0,0,21.5462,65.0676,12.6587
23208,23208_5,0,0,0,0,0,0,0,0,0,0
3508,3508_5,0,0,0,0,0,0,0,0,0,0
91703,91703_5,0,0,0,0,0,0,0,0,0,0
222,222_5,0,0,0,0,0,0,0,0,0,0
9633,9633_5,0,0,0,0,165.36,0,0,0,0,0
25974,25974_5,0,0,0,0,0,0,7.73109,0,0,0
1802,1802_5,0,1.24904,0,0,0,0.599804,0,0,0.958292,0
114034,114034_5,0,0,0,0,0,0,0,0,0,0
4678,4678_5,0,0,188.666,0,1.42772,11.9699,0,10.9719,18.8839,0
4595,4595_5,0,15.5773,0,0,0,0,0,0,0,0
56259,56259_5,0,0,0,0,0,0,0,0.268606,0,0
64900,64900_5,0,6.70327,0,0,0.169816,0,0,0,0,0
140831,140831_5,0,0,0,0,0,0,0,0,0,0
55544,55544_5,0,0,0,0,5.23121,0,0,0,0,0
128434,128434_5,0,0,0,0,0,0,0,0,0,0
51526,51526_5,0,0,0,0,0,763.71,0,0,0,0
10955,10955_5,0,0,0,0,0.191638,48.6687,0,0.12566,0,43.7105
5509,5509_5,0,0,0,0,0,0,0.129012,0,0,0
29958,29958_5,0,0,0,98.6789,0,0,0,51.5402,5.23155,0
23743,23743_5,0,0,0,0,0,0,0,0,1.66544,0
8546,8546_5,0,0,157.191,0,0,0,0,0,1.01963,5.72938
84327,84327_5,0,0,0,0,0,0,0,0,0,0
10207,10207_5,0.16344,0.721612,265.602,9.66623,0.933778,30.8365,0,94.9511,0,0
163782,163782_5,0.313166,0,0,0,0,0,0,0,0,0
27329,27329_5,0,0,0,0,0,0,0,0,0,0
6860,6860_5,0,0,0,0,0,0,0,0,0,0
8170,8170_5,0,0,0,0,0,0,0,0,0,0
93611,93611_5,0,0,0,0,0,0,0,0,0,0
79363,79363_5,0,0,0,0,0,0,0,0,0,0
842,842_5,0,0,0,0,0,0,0,0,0,0
56923,56923_5,0,0,0,0,0,0,0,0,0,0
51164,51164_5,0,0,0,0,354.966,0,0,0,0,24.9699
5145,5145_5,0,0,0,0,0,0,0,0,0,0
51761,51761_5,0,0,0,0,0,0,0,0,0,0
23281,23281_5,0,0,0,0,0,0,0.248657,0,0,0
9205,9205_5,0,0,99.442,2.10738,0,0,0,0,37.4229,6.22985
10208,10208_5,0,136.644,0,0,0,0,0.464955,0,0,0
64328,64328_5,0,45.6485,0,0.993449,0,0,0,0,0,0
93492,93492_5,0,0,0.36353,0,0,0,0,0,0,0
51371,51371_5,0,0,25.6488,0,9.26227,0,0,9.57052,14.2849,590.218
1024,1024_5,0,46.7648,0,0,0,0,0,0,0,0
241,241_5,5.35381,0,0,0,0,0,0,0,0,15.9438
10810,10810_5,0,0,0,0,0,0,0,0,0,0
56163,56163_5,0,0,0,0,0,0,0,0,0,0
2835,2835_5,0,0,0,0,0,0,0,0,0,0
1131,1131_5,0,0,0,0,0,0.0802745,0,0,0,0
4626,4626_5,0,0,0,0,0,0,0,0,0,0
4628,4628_5,0,3.75199,0,0,0,0,0,93.7264,0,0
10400,10400_5,0,0,0,0,0,0,0,0,0,0
6341,6341_5,0,0,0,364.489,0,0,0,0,3.35789,0
23164,23164_5,0,10.7039,0,0.50579,11.209,0.0774784,0,0,0.514196,0
1116,1116_5,0,0,0,0,0,0,0,0,0,0
4608,4608_5,0,0,0,0,0,0,0,0,0,0
5287,5287_5,0.101902,0,0,0,0,0.301848,0,0,0,0.780951
25778,25778_5,0.20336,0,0,2.86729,0.123285,0,0.100824,0,0,0
1118,1118_5,0,0,0,0,0,0,0,0,0,0
254428,254428_5,0,0,0,0,0,0,0,0,0,0
59352,59352_5,0,0,0,0.454428,0,0,0,0,0,0
9911,9911_5,0,0,242.599,0,0,0,0,0,0,0
9201,9201_5,0,0,0,0,0,0,0,0,0,0
8900,8900_5,0,0,0,0,0,0,0,0,0,0
57511,57511_5,0,0,0,0,0,0,0,0,0,0
23111,23111_5,0,0,0,0,0,0,0,0,0,0
122042,122042_5,0,0,0,0,0,0,0,0,0,0
94240,94240_5,0,0,0,0,8.72336,0,0,0,0,1.90778
7223,7223_5,0,3.25673,0,0,0,0,0,0,0,0
10631,10631_5,0,0,0,0,0,0,0,0,0,0
5994,5994_5,0,0,0,0,0,0,0.126947,0,0,0
7178,7178_5,2555.97,1014.4,1560.52,442.825,1299.94,1828.49,2286.49,708.831,658.157,1449.4
55425,55425_5,0,15.692,0,0,0,0,0,0,0,5.02447
161003,161003_5,0,0,0,0,0,0,0,0,0,3.09288
9365,9365_5,0,0,0,0,0,0,0,0,0,0
5983,5983_5,0,0,0,0,0,0,0.103848,0,0,0
90627,90627_5,0,755.93,0,0,0,0,0,0,0,0
8471,8471_5,0,0,0,0,0,0,0,0,0,0
79710,79710_5,0,0,0.243473,0.117515,0.568898,0.923895,0.111752,0,0.0447986,0
84707,84707_5,0,0,2.90984,1.33575,0,0,0,0,0,0
79589,79589_5,0,0.715271,0,0,0.183805,0,0,0,0,0
54885,54885_5,0,2.91318,0.135964,0,0,0.631558,0.399244,0,0.363786,0
79921,79921_5,0,0,0,0,0,0,0,0,61.8519,0
55859,55859_5,0,0,0,0,0,0,0,0,0,0
84923,84923_5,0,0,0,0,0,0,0.557014,0,0,0
201266,201266_5,0,0,0,0,0,0,0,0,0.570061,2.18487
2048,2048_5,0,0,0,0,0,0,0,0,0,0
10250,10250_5,1.266,274.941,0,4.95894,316.51,0,107.172,30.4852,50.9817,129.656
55643,55643_5,0,0,0,0,0,0,0,0,0,0
84106,84106_5,0,0,0,0,0,0,0,0,0,0
84787,84787_5,0,0,0,0,0,0,0,0,0,0
84330,84330_5,0,0,0,0,0,0,0,0,0,0
5158,5158_5,0,0,0,0,0,2.4042,0,0,0,0
23640,23640_5,0,53.417,0,0,0,0,0,0,0,0
1455,1455_5,0,5.91822,0,0,0,0,0,0,0,0
84250,84250_5,0,3.60788,0,0,0,0,0,45.5736,89.9218,28.8755
55748,55748_5,5.4181,0,37.8677,0,2.11971,0,2.09316,0,0,0
28992,28992_5,0,0,0,0,0,0,0,0,0,0
54663,54663_5,29.3892,21.8518,0.903654,10.1606,18.9323,0,0,0,0,0
85329,85329_5,0,0,0,0,0,0,0,0,0,0
10313,10313_5,76.8567,0,0,487.077,0.921532,0.368142,0,0,0.130872,0
5920,5920_5,0,443.479,0,0,0,0,0,0,37.7376,36.8227
54979,54979_5,0,0,0,0,0,0,0,0,0,0
4629,4629_5,4.60441,1.11827,0,0,0,0,0,0,0,0
123811,123811_5,0,45.5554,27.8513,0,0,0,0,0,0,0
84246,84246_5,0.68601,0,0,0,0,0,0.447114,0,5.52275,0
23037,23037_5,0,0,0,0,0,0,0,0,4.39474,0
22880,22880_5,9.99244,0,0,29.7641,0,3.78083,0,0,0,0
9215,9215_5,0.16361,0,19.786,0,0,0,0,0,0,0
653689,653689_5,0,0,0,0,0,0,0,0,0,0
84700,84700_5,0,0,0,0,0,0,0,0,0,0
66035,66035_5,0,0,0,0,0,0,0,0,0.183158,0
114904,114904_5,0,12.1709,0,0,0,0,0,0,0,0
728441,728441_5,0,0,0,0,0.969234,0,0,0,0,0
113828,113828_5,0,0,0,0,0,0.0545877,0.0298849,0,0,0
284904,284904_5,0,0,0,0,0,0,0,0,0,0
474344,474344_5,0,0,0,0,0,0,0,0,0.0678959,0
55303,55303_5,0,0,0,0,0,0,0,0,0,0
90956,90956_5,0,0,0,0.443388,0,0,0,0,0,0
23608,23608_5,5.70714,0,0,0,10.9587,0,0,0,0,35.7938
116988,116988_5,0,220.881,0,0,0,0,0,0,0,0
84626,84626_5,0,0,0,0,0,0,0,0,5.29988,0
79970,79970_5,0,0,0,0,0,0,0,0,0,0
57180,57180_5,0,5.35475,0,0,0,0,0,0,0,0
4922,4922_5,0,0,0,0,0,0,0,0,0,0
694,694_5,0,0.677944,200.547,5.25963,51.272,0,0.102225,0,138.19,19.7832
84125,84125_5,0,0,0,0,0,0,0,0,0,0
91298,91298_5,0,0,0,0,0,0,0,0,0,0
79572,79572_5,0,5.07187,0,0,0.703122,0,0,0,0,132.977
6441,6441_5,0,0,0,0,0,0,0,0,0,0
84332,84332_5,0,3.8451,0,0,0,0,0,0,0,0
80195,80195_5,0,0,0,5.52697,0,0,0,0,0,0
83857,83857_5,0,0,0,0,0,0,0,0,0,0
3845,3845_5,0,0,0,1.75884,0.403987,0.908542,0,0,0.282491,0
10526,10526_5,0,0.399892,0.135019,12.0401,0.0888209,0,0,0,0,3.25449
51520,51520_5,0.592571,218.009,0,0.173774,90.6998,0.146263,0.483693,0,0,38.315
11005,11005_5,0,0,0,0,0,0,0,0,0,0
3612,3612_5,0,0,0,0,0,0,0,0,0,0
85444,85444_5,0,0.864366,0,0,0.0886909,0,0,0,0,0
1875,1875_5,0,0,0,0,256.542,0.113894,0,468.57,0,242.326
759,759_5,0,0,0,0,0,0,0,0,0,0
29080,29080_5,0,27.8325,0,0,60.5661,0,0,0,100.295,335.818
23075,23075_5,0,0,0,0.871115,0,0,0,0,0,0
406,406_5,0,0,0,0,0,0,0.533412,0,0,0
10894,10894_5,0,0,0,0,0,0,0,0,0,0
272,272_5,0,0,0,0,0,0,0,0,164.321,0
81846,81846_5,0,69.6343,0.355573,0.0582577,0.757303,1.67842,0.131145,0.329058,0,0
22800,22800_5,0,0,0,0.154053,0.205395,0,6.09156,0,0,0
3295,3295_5,0,3.32306,0,0,0,0,0,76.7609,0,8.62632
196441,196441_5,0,1.29255,0,0,6.50184,0,0,176.457,0,404.14
56154,56154_5,0,0,0,0,0,0,0,0,0,0
51669,51669_5,66.5671,60.5977,0.218567,703.045,6.53688,0,0,0,128.513,3.60609
79845,79845_5,0,1.30241,0,0,0,0,0.338905,0,2.9879,0
78986,78986_5,0,0,0,0,0,0,0,0,0,0
5977,5977_5,0,0,0,0,0.472169,0,0,0,0,0
4221,4221_5,0,0,0,0,0,0,0,0,0,0
11161,11161_5,1.9758,0,0,0,0,0,0,0,0,0
145258,145258_5,0,0,0,0,0,0,0,0,0,0
80017,80017_5,0,101.21,0,102.211,0,0,0,49.9199,0,0
57578,57578_5,0,0,0,0,0,0,0,0,0,0
8650,8650_5,0,78.7587,0,5.72968,0,2.17199,0,0,0,0
79820,79820_5,0,0,0,0,0,0,0,0,0,0
55237,55237_5,0,0,0,0,0,0,0,0,0,0
51241,51241_5,0,41.0089,26.003,0,4.63892,0,1.00019,109.36,0,0
23508,23508_5,0,0,0,0,0,0,0,0,0,0
10001,10001_5,0,132.424,0,0,0,0,0,0,0,0
1965,1965_5,0,0,0,0,0,0,0,0,0.640029,272.629
8748,8748_5,0,0,0,0,0,0,0,0,0,0
4017,4017_5,0,0,0,0,0,0,0,0,2.18111,0
55140,55140_5,0,0,0,22.0171,0,0,0,0,0,0
157310,157310_5,0,0,0,0,0,0,0,0,0,0
27299,27299_5,0,0,0,0,0,0,0,0,0,0
9811,9811_5,0,0,0,0,0,0,0,0,0,0
83876,83876_5,0,0,0,0,0,0,0,0,0,0
8932,8932_5,2.1985,0,0.348224,16.0273,0,0,361.268,12.9723,0,0
51124,51124_5,139.545,4.45296,43.6568,0,0,0,21.8304,0,0,0
92259,92259_5,75.753,0,0,0,0,20.7344,0,0,79.1044,0
891,891_5,0,0,0,0,0,0,0,0,0,0
1022,1022_5,0,0,0,0,14.0794,1.85315,0,0,0,637.461
4064,4064_5,0,0,0,0,0,0,0,0,0,0
3656,3656_5,0,2.30406,0,0,0,0,0,0,0,15.2407
8536,8536_5,0,0,0,0,0,0,0,0,0,0
25917,25917_5,0,87.7857,0,0,152.848,1.67973,0,20.7279,0,2.0767
7428,7428_5,0,93.2926,0,0,3.99067,0,0,0,8.52209,2.22719
8553,8553_5,0,39.9391,0,0,109.087,0,0.533727,0,9.60141,0
55207,55207_5,32.9514,0,4.46367,0.397244,0,0.390682,0,0.350545,105.028,21.5776
9695,9695_5,0,0,7.09715,379.347,212.161,0,0.0519777,1264.05,0,108.466
27255,27255_5,0,0,0,0,0,0,0,0,0,0
10752,10752_5,0,0,0,0,0,0,0,0,0,0
4212,4212_5,0,0,0,0,0,0,0,0,0,0
89978,89978_5,0,0,0,0,154.607,0,0,0,0,0
79768,79768_5,0,0,0,18.0399,0,0,0,0,0,0
56851,56851_5,0,4.57556,0,0,0,0,22.6065,0,0,29.0998
4308,4308_5,0,1.55668,0,0,0,0,33.8109,0,0,0
2780,2780_5,0,0,0,0,0,0,0,0,0,0
2944,2944_5,0,0,0,5.65084,0.808743,1.15598,0,0,0,0
55119,55119_5,0,279.8,0,0.533865,19.7853,12.9272,0.959587,24.0935,1.01244,55.8214
83998,83998_5,0,35.7416,0,0,0,0,0,0,0,0
10100,10100_5,0,0,0,0,0,0,0,0,0,0
7252,7252_5,0,0,0,0,0,0,0,0,0,0
2949,2949_5,0,0,0,0,0,0,0,0,0,0
2947,2947_5,0,0,0,0,0,0,0,0,187.798,0
148281,148281_5,0,0,0,0,0,0,0,0,0,0
10451,10451_5,0,0,0,0,0,0,0,0,0,0
27159,27159_5,0,0,0,0,0,0,0,0,0,0
84722,84722_5,0,0,0,0,0,0,0,0,0,0
3158,3158_5,0,0,0,0,32.5885,0,0,0,0,0
26191,26191_5,0.673882,0,0,0,0,0,0,0,0,92.1884
6272,6272_5,0,1.44545,0,0,0,0,0,0,0,0
7482,7482_5,0,0,0,5.53622,0,0.0538787,0.0523433,0,0,0
5738,5738_5,0,0,0,0,0,0,0,0,0,0
10542,10542_5,0,0,0,0,53.3839,0.493938,0,458.088,81.7755,0
11085,11085_5,0,0,0,0,0,0.246711,0,0,0,0
4853,4853_5,0,0.248126,0,0,22.4472,0.714838,0,0,0,0
80263,80263_5,0,0,0,0,0,0,0,0,0,0
10390,10390_5,0,0.560826,0,0,0,0,0,0,0.23162,0
9398,9398_5,0,0,0,0,0,0,0,0,0,0
79679,79679_5,0,0,0,0,0,0,0,0,0,0
4803,4803_5,0,0,0,0,0,0,0,0,0,0
10717,10717_5,58.4541,1046.08,0,252.131,0,0,0,0,0.083139,0
8774,8774_5,0,31.1903,0,3.24003,0.222954,0,0,0,0,0
56907,56907_5,0,0,0,0,0,0.110766,0,0,0,0
51535,51535_5,1.03365,45.9367,6.53798,3.13882,0.690732,95.1054,1.41352,2.44978,0.0606359,74.0991
51303,51303_5,550.718,8.45953,502.279,869.757,440.456,0,213.426,1158.77,883.256,991.858
377,377_5,0,0,0,0,0,0,0,0,2.05791,0
79022,79022_5,0,391.905,0,0,0,0,0,0.444511,0,0
54407,54407_5,15.7268,59.4953,0,118.914,6.10353,0,0,0,63.8119,0
51054,51054_5,0,0,0,0,0,0,0,0,0,0
10971,10971_5,0,0,0,29.0596,418.602,0,0,0,3.84629,0
57498,57498_5,0,78.5537,0,0,0,0,0,0,0,1.84077
29841,29841_5,0,0,0,0.202742,0,0,3.42809,0,0,0
9475,9475_5,59.9714,46.4656,0,0,1.22988,0.0601369,0,0.665704,115.169,0
91543,91543_5,0,0,0,0,0,0,0,0,0,0
4613,4613_5,0,0,0,0,0,0,0,0,0,0
23175,23175_5,0,0,5.56599,170.683,0,0,0.0701905,0,0,0
129607,129607_5,0,0,0,0,0,0,0,0,0,0
