GeneID,Gene_Numeration,RHC3546__Tcell___C6E879,RHC4045__MastCell___E596C5,RHC4053__Tcell___C6E879,RHC4747__Tcell___C6E879,RHC4771__Tcell___C6E879,RHC4776__Tcell___C6E879,RHC4804__Tcell___C6E879,RHL2752__Tcell___C6E879,RHC5620__Tcell___C6E879,RHC5646__Tcell___C6E879,RHC5699__Tcell___C6E879,RHC5702__Tcell___C6E879,RHC5827__Tcell___C6E879,RHC5910__Tcell___C6E879,RHC5982__Tcell___C6E879,RHC5995__Tcell___C6E879,RHC6004__Tcell___C6E879
56919,56919_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2197,0.149928,0
4222,4222_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221981,221981_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3980,3980_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79657,79657_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6296,6296_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81691,81691_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57019,57019_4,27.4919,0,0,0,0,0,0,56.6887,0,0,0,0,0,0,272.347,0,0
56928,56928_4,14.2242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80256,80256_4,0,0,0,8.33708,0,0,0,2.55233,0,0,0,81.4186,0,0,0,0,0
51226,51226_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5577,5577_4,17.9259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10943,10943_4,221.377,0,0,0,0,204.194,0,0,226.119,9.75631,0,0.40477,0,0,38.4135,0,478.998
1387,1387_4,0,0.707371,1.6219,0,0,0,513.252,0,0,0,0,0.0576733,0,0,35.761,0,0
9256,9256_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.182,0,0
4353,4353_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5444,5444_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6936,6936_4,0,0,0,0,0,0,0,0,0,0,0,0,82.4076,0,0,17.9446,0
84058,84058_4,32.4658,0,0,12.4589,420.213,0,0,0,0,0,0,0,0,0,0,0,0
54677,54677_4,0,5.74393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14007
5244,5244_4,0,0,0,0,0,0,0,0,0,0,0,0,0,111.692,0,0,0
55904,55904_4,91.4443,0.738997,63.227,213.046,0,120.756,154.973,471.588,42.07,1309.43,176.363,1618.77,95.6475,975.187,0.125826,240.55,31.5502
57414,57414_4,75.7872,0,3.46585,0,0,0,0,0,57.7863,0,0,0,0,0,0,0,0
30812,30812_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25998,25998_4,0,0,0,2.80651,0,0,31.8798,0,0,0,105.046,0,0,0,0,0,0
7748,7748_4,0,0,0,0,0,0,0,118.252,0,0,0,0,0,0,0,118.509,0
23077,23077_4,89.0007,8.76668,3.57399,2.33217,0,0,95.9326,0,1.15055,0,0,0,1.72568,0,0,0,346.582
26224,26224_4,0,0,0,0,0,0,0,0,0,0,0.161296,6.12261,0,0,105.395,0,0
3683,3683_4,7.41079,0,594.2,0,0,0,2.98712,0,1.19559,16.7826,0,63.6994,75.3175,0,0.786402,226.753,9.30212
5164,5164_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3675,3675_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69597,0,0,0
7543,7543_4,0.337822,10.42,0,0,0,0,0,0.774995,0,590.193,5.96825,0,4.35836,0,0,0,0
3920,3920_4,13.98,0,0,1.27727,0,0,166.432,0,0,0,331.295,0,0.296716,0,0,746.323,10.6372
3674,3674_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51666,51666_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51573,51573_4,0,0,240.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55049,55049_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9244,9244_4,0,0,215.385,0,0,0,0,0,0,0,0,0,0,1982.99,0,0,0
114881,114881_4,23.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26022,26022_4,0,0,0,0,0,0,0,0,0,0,0,0.912275,0,0,0,0,0
51087,51087_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3883,3883_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9020,9020_4,0,0,0,0,78.8401,0,0,0,0,0,0,0,0,0,0,0,0
6833,6833_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10368,10368_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54972,54972_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,163_4,65.4988,0,184.496,568.106,0,0,3.7974,21.667,34.6697,0,39.2407,0,7.36739,106.503,3.84722,0,18.3169
6863,6863_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10127,10127_4,0,0,0,0,0,0,0,0,31.8183,0,29.7971,0.591854,0,0,0,0,1.38653
6376,6376_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64847,64847_4,0.608233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8913,8913_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51330,51330_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,1750_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4293,4293_4,0,0.400315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5898,5898_4,7.4813,0,0,4.25739,0,0,37.1681,0,0,0,0,0,0,0,0,0,0
55971,55971_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80853,80853_4,0,0,0,0,0,0,0,0,0,0,0,7.21653,0,0,0,0,0
2115,2115_4,0,0.0647446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55750,55750_4,0,0.402414,0,0.814524,17.3137,0,0,0,0,0,0,0,0,0,0,0,0
221,221_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55001,55001_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57157,57157_4,22.0882,0,0,0,0,0,0,0,25.5114,0,0,23.212,0,0.752973,14.4841,0,3.97686
10344,10344_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9855,9855_4,0,0.235772,0,0,0,0,0,0,0,0.319731,0.173532,0,0.379428,0.524876,1.62655,0,0
10083,10083_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79017,79017_4,361.025,0,0,0,0,0,0,1713.55,0,0,0,0,29.6161,0,156.538,0,0
10926,10926_4,0,0,34.5624,0,0,0,0,4.78829,0,1708.78,1892.5,0,0,0,0,0,0
6915,6915_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3475,3475_4,11.2457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56891,56891_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,1352_4,0,0,0,0,0,0,0,0,18.5508,0,0,0,0,0,0,0,0
9569,9569_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54623,54623_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47278
27072,27072_4,0,0,0,0,0,32.6182,255.968,0,22.7112,0,0,0,0.130023,0,0,0,10.4265
9912,9912_4,65.2837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60528,60528_4,0,0,0,0,0,0,0,9.10486,0,0,0,0,0,0,0,0,0
85477,85477_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598123,0,0,0
414,414_4,0,0,0,61.655,0,0,0,0,0,0,0,0,0,0,0,0,0
8228,8228_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8735,8735_4,0.276534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79602,79602_4,0,0,0,29.6766,0,0,0,0,0,0,0,24.2925,0,0,48.0006,0,0
51265,51265_4,0,27.8734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151531,151531_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10942,10942_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57787,57787_4,0,0,0,0,0,0,0,0,0,2.71427,136.59,0,0,0,0,0,0
8842,8842_4,39.359,0,0,0,0,0,0,1.35373,0,0,0,0,0,0,0,0,0
115098,115098_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.19233,0,0
90273,90273_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5048,5048_4,0,485.23,1199.74,0,0,0,0,169.225,0,0,0,0,0,0,49.2463,0,0
4843,4843_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,1770_4,0.99064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828579,0,0
9703,9703_4,3.80653,0.0956683,0,0,0,0,0.986784,0,0,0,0,0,0,0.178846,0,0,2.66314
9058,9058_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8522,8522_4,0,0,2.06116,0.421502,44.1299,0,0,0,0,0,0,0,0,0,0,0,0
79090,79090_4,0,0,0,0,2695.07,0,0,0,2.86366,0,0,0,0,0,0,0,0
4145,4145_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,1087_4,0,0,0,0,0,0,0,0,0,0,0,89.328,0,1.17801,0,0,0
974,974_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6329,6329_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54879,54879_4,0,0,0,132.151,0,0,0,0,0,0,0,0,7.53012,0,0,462.035,8.48556
8277,8277_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5080,5080_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113000,113000_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64285,64285_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55692,55692_4,0,0,0,59.6747,0,0,276.694,0,1.39568,102.38,0,3.47353,0,0,0,0,0
9254,9254_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8938,8938_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322313
115939,115939_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.888
9091,9091_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89471,0,0
57585,57585_4,0,0.162761,0,0,0,0,22.1983,0,0,0,0,0,0,0,0,0,0
7005,7005_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6401,6401_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55735,55735_4,0,0,0,0,0,0,0,0,0,0,66.3126,0,0,0,0,0,0
2328,2328_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29116,29116_4,0,0,0,0,0,0,0,0,0,0,0,0,0.186966,0,0,0,0
27035,27035_4,0,0,0,0,0,0,0,4.40158,0,0,0,1.90708,0,0,0,0,0
1870,1870_4,0,0,0,0.395706,0,0,0,0,0,0,0,0,0,0,0,0,385.588
5689,5689_4,1003.3,0,0,79.153,0,0,0,488.853,170.408,0,0,1133.9,0,0,0,612.474,7.36349
6853,6853_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3720,3720_4,87.3713,0,0,151.506,0,0,24.846,0,0,102.249,0.145222,61.3256,0,0,0,0,0
6792,6792_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57172,57172_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728642,728642_4,0,0,3.61065,0,0,0,183.904,154.409,185.406,0,6.09282,0,0,684.214,0,0,6.18849
65220,65220_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7021,7021_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83741,83741_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9940,9940_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9265,9265_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53616,53616_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6856,6856_4,18.1713,0,434.234,0.547218,0,0,0,0,0,0,0,0,0,0,0,0,0
1534,1534_4,0,169.938,0,0,0,0,0,0,0,0,0,0,0.229557,0,0,0,0
9043,9043_4,1.40594,0,0,3.46672,0,0,19.5808,0,0,0,0,0,42.9027,0,0,0,0
1951,1951_4,0.125168,0,0,0,0,0,0,0,0,0,0.224415,0,0,0,0,0,0.820899
10157,10157_4,0.47747,0,0,0,0,0,0,0,0,0.463372,0.251749,0,0.170588,2.62473,0,0,0
55200,55200_4,0.481697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51188,51188_4,0,0,0,0,0,0,0,0,0,525.282,0,0,0,18.5851,0,0,224.227
84954,84954_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4257,4257_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,1407_4,0,0,185.628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8993,8993_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4784,4784_4,4.32776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6482,6482_4,33.9661,0,0,0,7.98338,0,27.7159,0,0,0,0,40.0678,0.100806,0,0,0,394.569
64386,64386_4,0,0,0,1.81208,0,0,0,0,0,0,0,0,0,0,0,0,0
9235,9235_4,248.724,3.12567,650.576,4850.92,2860.26,294.679,3927.94,478.303,379.791,1460.82,2156.98,76.2997,62.5055,0,0,1284.14,402.223
5310,5310_4,0,0.617664,39.102,0,0,0,0,0,0,0,0,0,0,0,0,1.58866,0
23542,23542_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9862,9862_4,70.4331,0,3.53548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23221,23221_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54497,54497_4,0,0,16.9021,0,0,0,0,0,0,285.003,0,0,0,0,0,0,0
7095,7095_4,0,0,337.052,6.43923,0,0,682.572,1174.49,29.4084,959.423,111.246,1218.38,0,0,0,2565.45,27.0057
6224,6224_4,380.004,133.171,1146.49,2794.39,2629.35,133.34,1136.23,689.58,1363.13,2957.83,1285.11,2.32646,1600.21,138.65,151.975,691.64,919.617
7812,7812_4,1.84302,0,261.092,531.445,0,1.08371,616.303,60.8989,191.848,16.3743,1442.37,223.337,0.458947,0,0.45471,15.8186,1564.91
9690,9690_4,0,0,0,0,0,0,102.139,0,28.2073,0,0,0,0,0,0,0,0.649361
5980,5980_4,0,22.2498,0,0,0,1714.39,0.502966,4.42827,0,857.093,0,0.561246,0.143274,0,0.637681,0.530604,270.495
10178,10178_4,0,0,0,0,0,0,0,0,0,0,0,6.41155,0,0,0,0,0
5081,5081_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10747,10747_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389434,389434_4,0.567915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199870,199870_4,1.92876,0,0,0,0,0,516.056,12.3129,0,0,19.4195,649.072,0.983714,3090.22,0,0,236.48
80342,80342_4,143.139,0,0,1230.41,0,0,383.142,142.899,678.53,0,0,104.378,0,12.477,0,0,29.5463
29954,29954_4,0.277188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51534,51534_4,1.37363,0,0,0,0,0,175.845,360.718,0,0,0,264.921,2570,0,0,0,79.6881
51085,51085_4,0,0,0,0,0,0,0,0,0,0,0,1.38728,0,0,0,0,0
9031,9031_4,0,0.169812,0,10.6771,194.771,0,0.366345,0,0,3.74136,0,0,62.7487,0,693.419,435.736,8.69983
10048,10048_4,9.3555,8.53595,0,0,4.85897,0,0,0,180.504,0.337501,0,0,0,0,1154.95,552.236,0
51513,51513_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83932,83932_4,0,0,0,0,0,0,267.918,0,0,0,0,0,0,0,0,5.42514,0
51603,51603_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8798,8798_4,0,0,0,0,0,0,0,407.46,0,0,0,0,0,0,0,0,0
7756,7756_4,4.09022,0,49.0265,0,0,442.676,0.678056,1272.24,4.54815,0,0,0,85.7234,0,14.3935,19.4339,15.8996
7384,7384_4,37.8665,0,0,79.1203,0,0,0,0,0,3210.84,0,0,0,0,0,0,119.104
83930,83930_4,0,0,0,46.2421,899.78,0,0,0,0,0,0,0,0,0,0,0,0
928,928_4,4.96952,536.371,0,0,0,0,81.2283,0,0.70673,10.3935,4.53592,5.99257,502.334,149.469,0,0,0
57467,57467_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9918,9918_4,0,97.0805,0,8.0562,174.857,0,0,0,0,0,0,0,0,0,85.0812,0.188595,21.3992
25900,25900_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2696,2696_4,0,0,0,0,2363.06,0,0,0,0,0,6.16133,0,0,0,0,0,0
51533,51533_4,75.2484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56920,56920_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11188,11188_4,0,0,0,0.825259,0,0,0,0,0,0,0,0,0,0,0,0,0
23166,23166_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80199,80199_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6540,6540_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3423,3423_4,7.93777,0,0,22.4794,0,70.7574,2.54871,10.1571,0,0,0,197.949,63.1808,155.621,24.8265,0,130.311
5646,5646_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7752,7752_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,920_4,0,0,0,0,0,0,0,3.51594,1151.14,0,0,657.384,0,0,0,0,0
10233,10233_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,695_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3077,3077_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22955,22955_4,0,596.064,1752.36,0,0,0,0,0,27.3081,0,0,0,0,0,0,0,113.763
2534,2534_4,145.755,582.549,0,51.9916,24.5488,185.898,1327.29,0,17.1811,135.218,0,341.576,0,0,0,0,0.495358
3097,3097_4,0,0,4.66987,0,0,0,0,0,0,0,0,23.2141,0,0,0,0,0
2326,2326_4,0,0,0,0,0,0.400935,0,0,0,0,0,0,0,0,0,0,0
6924,6924_4,0,0,0,0,0,0,570.088,2.07398,0,0,0,391.015,0,0,0,0.445535,0
11313,11313_4,1.03062,0,0,41.3083,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,1185_4,0,0,0,0,285.902,0,0,0,0,0,0,0,0,436.929,0,1.39426,0
9902,9902_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654364,654364_4,20.8146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6534,6534_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10867,10867_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55727,55727_4,0,0,0,5.16017,0,143.088,0,0,0,0,1.11928,0,0,0.589278,0,0,0
9546,9546_4,0,0,0,1.72626,0,0,0,0,0,0,0,0,0,0,0,0,0
