Gene_Numeration,RHC3579__Epithelial___2749FE,RHC3591__Epithelial___2749FE,RHC3597__Epithelial___2749FE,RHC3599__Epithelial___2749FE,RHC3621__Epithelial___2749FE,RHC3629__Epithelial___2749FE,RHC3641__Epithelial___2749FE,RHC3836__Epithelial___2749FE,RHC3839__Epithelial___2749FE,RHC3840__Epithelial___2749FE,RHC3848__Epithelial___2749FE,RHC3849__Epithelial___2749FE,RHC3855__Epithelial___2749FE,RHC3863__Epithelial___2749FE,RHC3868__Epithelial___2749FE,RHC3870__Epithelial___2749FE,RHC3871__Epithelial___2749FE,RHC3874__Epithelial___2749FE,RHC3879__Epithelial___2749FE,RHC3881__Epithelial___2749FE,RHC3884__Epithelial___2749FE,RHC3897__Epithelial___2749FE,RHC3898__Epithelial___2749FE,RHC3902__Epithelial___2749FE,RHC3915__Epithelial___2749FE,RHC3922__Epithelial___2749FE,RHC3923__Epithelial___2749FE,RHC3901__Epithelial___2749FE,RHC3903__Epithelial___2749FE,RHC3905__Epithelial___2749FE,RHC3914__Epithelial___2749FE,RHC3947__Epithelial___2749FE,RHC4021__Epithelial___2749FE,RHC4123__Epithelial___2749FE,RHC4124__Epithelial___2749FE,RHC4131__Epithelial___2749FE,RHC4050__Epithelial___2749FE,RHC4065__Epithelial___2749FE,RHC4073__Epithelial___2749FE,RHC4859__Epithelial___2749FE,RHC4877__Epithelial___2749FE,RHC4878__Epithelial___2749FE,RHC4890__Epithelial___2749FE,RHC4902__Epithelial___2749FE,RHC4915__Epithelial___2749FE,RHC4922__Epithelial___2749FE,RHC4926__Epithelial___2749FE,RHC4931__Epithelial___2749FE,RHC4938__Epithelial___2749FE,RHC4944__Epithelial___2749FE,RHC4945__Epithelial___2749FE,RHC4947__Epithelial___2749FE,RHL2672__Epithelial___2749FE,RHL2716__Epithelial___2749FE,RHL2717__Epithelial___2749FE,RHL2723__Epithelial___2749FE,RHL2724__Epithelial___2749FE,RHL2733__Epithelial___2749FE,RHL2747__Epithelial___2749FE,RHL2758__Epithelial___2749FE,RHL2759__Epithelial___2749FE,RHL2760__NA__grey,RHL2765__Epithelial___2749FE,RHL2766__Epithelial___2749FE,RHL2769__Epithelial___2749FE,RHL2770__Epithelial___2749FE,RHL2779__Epithelial___2749FE,RHL2780__Epithelial___2749FE,RHL2781__Epithelial___2749FE,RHL2791__Epithelial___2749FE,RHC5544__Epithelial___2749FE,RHC5546__Epithelial___2749FE,RHC5549__Epithelial___2749FE,RHC5550__Epithelial___2749FE,RHC5552__Epithelial___2749FE,RHC5553__Epithelial___2749FE,RHC5554__Epithelial___2749FE,RHC5555__Epithelial___2749FE,RHC5557__Epithelial___2749FE,RHC5558__Epithelial___2749FE,RHC5566__Epithelial___2749FE,RHC5567__Epithelial___2749FE,RHC5569__Epithelial___2749FE,RHC5574__Epithelial___2749FE,RHC5575__Epithelial___2749FE,RHC5577__Epithelial___2749FE,RHC5582__Epithelial___2749FE,RHC5586__Epithelial___2749FE,RHC5592__Epithelial___2749FE,RHC5597__Epithelial___2749FE,RHC5598__Epithelial___2749FE,RHC5599__Epithelial___2749FE,RHC5610__Epithelial___2749FE,RHC5611__Epithelial___2749FE,RHC5624__Epithelial___2749FE,RHC5627__Epithelial___2749FE,RHC5629__Epithelial___2749FE,RHC5632__Epithelial___2749FE,RHC5637__Epithelial___2749FE,RHC5643__Epithelial___2749FE,RHC5647__Epithelial___2749FE,RHC5707__Epithelial___2749FE,RHC5768__Epithelial___2749FE,RHC5790__Epithelial___2749FE,RHC5815__Epithelial___2749FE,RHC5896__Epithelial___2749FE
374907_2,1.95715,0,0,0,0,87.4684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.4344,0,0,0,0,0,0,5.0639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964037,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44766,167.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122970_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79751_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0247,0,0,2.4796,0,0,37.3353,0,0,40.5136,0,0,0,0,0,0,1.06562,0,0,0,0.828078,0,0,0,0,0,0,0,0,0,0,0.550158,0,0,0,0,0,0,0,0,0,0,0.377424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1943,0,1.81923,0,0,0
2629_2,1.44877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57483,0,8.36202,42.082,0,0,141.149,0,0,0,1.82874,0,4.71686,0,0,0,0.28438,0,1.89417,22.17,0,0,0,0,0,0,3.24536,0,0,0,0,10.5161,21.4579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2092,34.5163,8.45757,76.6711,0,0,0,0,0,0,14.8382,0,8.10416,0,2.64307,33.2782,0,37.5182,0,0,16.7411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13464
28976_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3462,9.3449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72657,0,0,0,0,0,0,0,0,7.442,0,0,489.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8433,0,12.7774,11.3775,22.9552,1.29082,1.48015,54.1987,0,0,136.094,93.9027,6.02815,13.2488,0,7.27578,1.03495,0,4.24047,0,0,0,0,0.873941,6.49127,112.688,0,4.41009,0,0,0,0,0,3.00326,0,0,0
57104_2,6.92787,0,0,0,0,124.267,0,0,0,24.098,16.478,2.65988,0,0,115.954,0,8.0286,0,0,0,0,37.6117,0,0,21.1478,0,0,0,0,0.843446,0,0,0,0,2.25028,0,279.454,0,0,0,50.031,0,0,0,0,0,0,0,0,27.2596,0,0,0,0,0,0,0,0,2.6775,0,0,0,2.03308,5.6388,0,4.32147,0,1.53786,0,0,0,0,16.0785,0,0,1.15682,5.40301,0,2.74448,1.61498,0,0,0,0,1.89955,0.53796,4.8632,0,0,0,2.41204,0,0,0,0,0,0,0,2.92491,0,0,0,0,0,0,0
3615_2,2.90549,260.95,0.882519,427.875,956.312,0,3.07752,0,0,0,0,0,0,69.9092,0,0,0,3.44658,43.1761,505.669,0,25.4027,0,22.0017,0,330.242,0,520.202,891.793,0,547.816,0,63.7349,0,0.767914,265.834,0,527.871,0,28.7752,162.081,0,119.141,30.0755,0,58.1634,69.7746,0,147.306,0,21.3426,0,28.2127,76.714,26.2738,110.268,255.536,0,0,58.6325,0,12.2193,5.09437,241.669,8.00308,21.1536,0,23.9049,170.862,20.8875,0,61.0866,862.898,483.288,1181.67,112.191,6.24749,309.837,0,464.87,12.8983,492.195,172.398,0,257.163,131.758,267.067,15.1899,0,0,706.12,0,53.3743,198.854,0,399.265,21.512,637.345,6.29472,0,0,0,34.5276,0,0,279.146
4729_2,0,64.2013,46.1078,20.6593,0,0,472.262,598.935,41.4079,287.008,0,0,0,17.3603,0,6.61746,236.596,252.542,60.1971,0,0,46.9404,0,0,53.1735,0,0,0,0,321.261,0,0,0,0,24.2644,0,0,180.168,167.311,0,124.662,0,131.304,41.1514,0,86.7018,54.7222,19.8108,32.6792,0,6.54583,92.338,0,158.556,659.294,0,0.139182,166.399,49.7805,56.7956,0,0,70.7273,0,0,0.0461297,1408.72,5.61024,92.189,0.0312755,31.5669,456.236,674.179,406.741,0,521.09,0,133.809,169.168,76.9849,54.2264,0,595.525,316.377,474.275,233.526,491.306,473.901,0,0,367.109,0,143.506,290.955,20.8545,552.1,0,292.89,669.43,250.459,0,0,11.2205,0,5.16932,0
63917_2,0,0,0,0,0,0,0,0.202412,2.02585,1.19559,0,0,0,0,0,0,0,8.64392,0,0,0,0.421792,7.35172,0.208117,0,0,0,9.66615,0,12.3903,0,0,0,0,5.63815,0,0,0.250323,0,0,180.512,0,9.3902,0,0,0,0,0,0,0,0,4.85375,0,1.6686,15.5189,165.368,0,0,0,0,9.36058,0,0,0,0,0,0,4.48585,23.3618,3.05371,0,0,0,0,0,0,0,0,0,0,0,0,6.42637,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9535,0,0,0,324.713,0,0.944681,0,0.222344,0
2731_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56673,0,0,0,0,0,0,0,0,0,0.475576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788_2,0,0,0,0,5.91526,0,0,0,0,0,28.9522,0,0,0,0,0,0,0,0,0,0,0,0,2.39608,0,0,0,0,0,0,6.81735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.07,86.0391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32807,0,0,0,0,1.46656,2.04428,0,0,0,0,0
767_2,0,67.5509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.276,0,0,0,0,0,0,0,0,0,0,0,235.708,0,39.3636,0,11.0762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9377_2,148.09,281.189,528.812,730.506,104.449,309.53,0,112.729,172.503,59.2976,350.561,0,21.4541,155.626,0,0,4.08161,152.583,0,468.977,821.575,239.599,0,118.942,207.171,0,0,369.749,864.363,256.202,628.261,43.1647,1159.59,41.6,56.9576,107.75,0,0,0,388.401,993.973,122.368,7.77256,783.736,60.0647,20.8937,229.15,32.0264,232.067,242.409,3.46974,0,333.441,413.106,144.551,28.6781,56.2008,669.155,109.997,414.639,1084.88,618.588,0,127.038,0,252.855,0,186.418,13.9284,111.049,204.72,195.714,124.186,219.771,0,235.605,34.2215,529.549,25.8987,711.915,299.067,38.4191,362.327,0,130.137,100.167,54.5918,277.717,20.0325,450.836,730.215,0,17.0544,70.2523,89.6967,51.1624,36.4952,717.746,1255.08,20.5722,3254.93,0,683.267,0,1667.48,0
4351_2,0,0,0,0,0,0,0,0,0,0,22.3124,0,0,0,0,0,0,0,0,0,0,2.50762,0,0,1.01685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607512,0,0,0,7.8896,0,58.033,0,0,14.8005,8.79327,0,0,0,0,2.99979,0,65.0863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89508,11.7376,0,0.554219,0,0,0,0,0,0,0,0,1.20864,0.3869,0,0,0.604935
26873_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.2665,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176918,0,0.664133,0,0,0,0,0,0,0,0
5198_2,0,0,0,0,0,0,0,0,0,0,70.3157,0,0,0,53.3973,0,0,0,0,0,3.04497,25.0861,0,136.576,0,0,223.523,0,0,0,0,0,1.54923,26.6825,8.95628,0,0,106.557,0,103.51,0,0,5.64309,0,0,0,0,49.4015,0,898.159,0,0,0,5.14686,0,6.93991,1.9801,0,0,0,0,0,0,0,0,2.59301,0,33.4039,0,0,0,3.25206,0,83.8537,0.87451,0,223.13,0,0,36.0833,9.22961,0,0,0,21.6038,0,0,0.918545,0,0,1.76256,0,0,73.9755,18.28,0.277105,0,0,0,8.46647,0,0,0,0,0,0
1537_2,11.1613,0.718997,0,0,0,0,738.783,0,129.846,2.9631,0,0,190.697,0,14.1417,0,0,0,0,1691.37,0,21.816,199.44,0,11.5723,17.4424,0,87.7015,0,682.013,510.114,0.889742,63.3092,0,44.4944,80.4808,0,0,0,0,37.1453,366.256,95.2186,79.9587,148.671,312.041,0,161.506,181.696,54.5405,712.783,0,5.66632,16.542,154.469,16.909,14.4884,121.555,19.8948,0,36.0198,0,2.15304,5.96728,1.91592,4.16603,39.7102,6.54616,1.66004,51.3054,153.959,17.4255,18.974,16.1204,0,34.3744,6.68119,11.1812,0,34.3413,111.788,0,420.65,191.507,16.1331,232.784,0,173.871,0,0,13.6538,361.587,0,7.74284,8.85385,37.9846,0,11.5435,8.53929,0,172.72,0,147.662,0,0,0
1585_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2517_2,0,19.3361,0,0,0.254476,0,0,0,42.6458,0,0,103.833,0,21.2613,37.4288,0,0,0,0,0,0,0,0,0,39.9211,0,0,0,0,0,0,0,0,0,34.0157,0,0,0,0,0,0,0,0,0,0,0,0,0,116.608,0,0,0,0,0,0,0,245.823,0,14.1057,80.9504,0,0,0,0,0,0,0,382.244,0,170.068,0,8.71006,17.6935,63.0922,0,0,0,0.772775,57.9144,5.95762,0,0,0,0,0,0,0,0,77.5239,0,0,0,0,0,0,0,0,0,16.6708,229.059,0,0,0,0,0,0.305081
246213_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201164_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436848,0,4.8051,0.88848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673476,0,0,0,0,0,0,0,0.629562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.6868,0,0,0,3.68373,0,0,0,0,0,0,0,0,0,0,0,0,0
51268_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46671,0,0,0,0,0,0,0,0,0,0,0,0,0,149.751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10331_2,0,0,0,0,0,0,0,0,11.558,6.45211,0,37.7986,0,0,0,5.47115,0,0,0,0,30.525,2.08319,0,74.4244,32.4371,8.32671,0,0,0,6.89354,0,589.382,0,0,0,69.6971,0,30.7606,0,0,343.842,0,0,11.7063,0,74.9835,0,0,0,65.5459,0,117.698,0,0,0,0,0,0,31.3604,49.8875,0,0,8.81567,0,0,10.1954,3.5722,0,0,5.87513,9.01515,2.595,0,17.6581,0,0,0,0,27.805,0,0,0.503165,5.49142,9.64665,0,0,0,0,0,0,0,0,2.15277,0,0,0,0,11.3065,11.2726,0,0,0,0.303478,0,0,92.0711
79077_2,0,18.601,347.202,0,84.8894,0,0,0,0,0,0,0,0,0,0,0,151.959,11.1225,91.0567,0,0,0,0,0,35.482,168.341,6.54398,44.5665,18.0703,0,0,0,18.538,0,15.6692,144.196,0,0,0,204.574,0,8.88928,30.5636,6.39588,217.928,5.19261,0,0,66.7376,0,0,10.1146,0,51.5584,133.095,0,0,0,0,39.7938,0,28.7173,0,23.976,0,0,207.327,2.82272,0,151.043,79.6938,111.838,112.048,164.279,0,8.77918,18.458,17.5347,0,56.7525,0,135.492,101.76,0,49.4193,340.873,0,35.4263,12.2097,0,87.1044,0,0,66.3503,0,97.6306,0,0,215.001,0,0,0,67.01,0,322.089,0
284273_2,0,0,0.185947,987.983,147.397,0,0,2.39287,0,0,0,9.55363,0,0,0,0,3.44279,0,0,0,0,0,0,0.275328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84525,0.356336,0,1.11182,0,0,0,0,0,0,0,0,0,0,11.275,0,5.73274,0,0,0,0,0,0,0.633882,0,0,1.7242,3.4871,0,0.529182,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06952,0,0,0,0,0,0,44.9605,73.1856,0,16.6171,0,0,0,0,0,0,0,0.0547587,2.76817,0
7054_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389015_2,7.39668,23.113,89.2409,6.63543,7.30764,7.87335,13.4071,0.512299,8.79557,17.6187,11.1763,5.47805,15.2053,7.68051,11.2403,5.60893,23.275,8.14638,26.9361,11.0671,24.2987,4.98007,8.8138,20.2834,11.3223,9.5031,4.74285,6.30559,1.67495,0,4.15879,0.386746,0.157817,1.81384,1.36493,2.27792,19.299,17.7848,1.3086,2.92795,0.826141,36.3435,4.63331,16.4293,0.778957,6.65745,37.0314,3.806,10.8886,0.678853,14.8551,13.4347,0,3.18531,3.69948,12.8479,22.0527,6.59723,22.4706,29.6536,0.802458,62.2349,36.7946,68.6312,23.0179,46.046,6.10426,13.4423,60.9632,21.8059,12.1192,11.6596,16.6662,11.2295,38.46,3.45472,2.72952,5.72837,36.4954,10.2764,8.3073,22.8065,13.3392,21.302,3.07977,1.76118,12.4516,0.567449,0,1.02131,7.19112,0,28.1009,22.5872,27.1176,6.34935,1.24554,0.428552,8.09744,22.6628,0.283864,104.538,1.11598,9.82144,11.9501,5.57328
1582_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2529_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146802_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166012_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120103_2,0,0,0,0,0,0,0.170951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7422,0,0,0,0,0,0,0,0,0,0.549444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5464_2,984.211,203.017,529.466,461.99,94.3061,522.618,530.357,307.474,392.435,297.934,329.758,3.21322,0.880578,56.9609,0,447.431,5.23002,2.10726,1127.95,307.582,809.669,72.0727,0,718.024,133.495,57.8888,0,291.461,5.43574,422.233,607.501,331.836,741.167,1.33796,3.04056,83.5348,260.895,85.7404,952.16,62.4733,514.747,143.972,187.15,629.637,978.621,36.2628,938.33,40.48,541.088,0,0,178.034,822.849,348.89,882.81,298.947,63.4037,430.699,1090.6,888.351,311.004,555.833,653.428,62.3645,201.035,1070.33,1121.86,1588.32,379.99,695.857,352.775,423.107,680.222,527.691,5.78491,195.456,833.119,426.764,172.936,261.32,253.269,111.579,299.96,223.888,682.029,799.461,814.381,1255.01,1074.07,0,1892.96,3.98373,23.0391,295.168,317.636,963.984,48.6057,373.135,106.042,0,0,381.403,327.396,1.12439,382.404,600.834
1728_2,52.3211,0.660337,121.442,205.282,0.607777,88.2749,1113.98,513.997,109.051,1387.89,10.5625,11.7267,0,1414.37,60.207,25.3708,52.6772,66.038,858.007,0,287.548,11.1249,0,187.402,58.6839,924.182,0,651.87,484.501,689.348,165.272,397.793,958.193,54.0165,1.28034,174.784,0,389.121,0,0,0,0,0,146.091,0,0,0,0,0,0,0,80.5523,1741.71,358.925,247.71,8.30654,71.8169,0,177.384,7.54804,0,0,0,31.3375,0,0,0,44.579,4.98844,50.1986,0,78.6031,189.602,327.299,16.0835,166.588,0,78.0925,8.53235,247.563,10.2583,434.462,143.281,0,192.664,48.8969,0,409.164,846.784,0,530.989,0,27.2772,39.9008,49.4656,199.295,89.9345,21.2699,0,317.913,6.82546,292.093,585.676,0,13.9783,488.211
284129_2,0,0,0,0,0,0,2.46126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71528,0.867119,0.548277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.16607,0,0,0,0,0,8.68995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79813_2,0.870865,4.63922,0,0,391.685,0,188.485,0,0,1.79997,0,65.2365,25.0073,248.809,0,0,0,245.125,7.83208,0,0,0,0,390.029,0,0,0,0.958913,46.9239,0,0,146.844,10.4506,0,0,0,4.23619,235.015,0,29.006,10.0264,202.246,52.4194,0,0,148.141,0,0,0,77.5882,0,0,0,0,7.56085,12.4433,0,0,24.3268,0,0,33.7396,0,9.93001,3.88821,24.3375,0,0,0,7.1855,0,0,0.843762,0.573769,0,6.23231,189.63,0,2.28288,6.53131,0,17.7864,176.616,0,7.25469,90.6601,30.7021,22.9073,0,0,0,1485.72,0,127.985,0,0,0,149.223,0,0,0,0,0,0,0,1.67404
6448_2,2.75494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.7744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.457,0,0,0,0,0,0,0,0,0,40.1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.1669,0,0,0,0,0,0,0,0,113.783,0,0,0,0,0,0,0,0,0,0,0,0,130.781,0,98.5187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29072_2,1.12708,778.003,0.0361344,0.135997,19.8429,0,18.9919,0,0.670303,0.615688,65.5816,0,0,0,0,4.24293,108.466,0,0.218867,32.6834,0,11.4656,53.9654,106.089,4.97318,0,0,0.0968384,0,9.26416,0,0,0,0,0,55.0332,60.4438,0.130362,0.984519,7.28467,3.46034,49.9868,10.1916,0,0,14.5251,18.3497,10.2953,0,6.47274,0,11.3174,0.847266,12.4352,97.6838,4.91844,16.0692,6.15692,42.3436,230.558,111.794,8.94089,39.8183,0,0,0,0,0.232269,861.696,0,0,18.4396,0.292481,36.6153,22.2586,19.6273,4.76694,0,8.44719,0.734388,37.1553,73.0572,1.67401,0,0.546341,6.11256,0,0,11.4053,0,0,0,0,0.261155,0,83.486,0,0.612171,54.1404,0,0.303745,218.643,0,1.41661,0.247365,0.583597
55343_2,0,0,0,3.34863,0,7.78218,0,0,3.81028,0,0,0,0,0,0,0,0,0.716337,0,0,0,1.45996,0,175.413,0,0,0,0,0,0,0,0,0.374664,0,1.52241,0,0,363.451,0,9.84268,0,0,10.2253,122.782,0,0,0,0,0,0,0,0,15.9798,0,0,0,0,0,0,42.4554,0,0,0,0,0,0,0,0,0,0,0,0,0.508508,7.11886,0,0.426548,0,0,0,0,0,0,0,0,0,0,0,148.836,0,0,0,0,0,0,0,0,0,0.580914,0,0,0,0,56.89,0,8.15227,0
6517_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.2033,0,6.93404,0,0,0,0,0,0,39.9401,0,0,0,0.610619,9.63659,0,0,0,40.7788,0,0,0,0,42.4941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94033_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84890_2,15.1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6787,0,0,0,0,0,0,6.3804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19927,3.63041,0,0,8.05967,6.46077,0,0,3.3137,1.18824,0,0,0,0,14.6055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44082,66.1165,0,0,1.32853,0,0.963173,0,1.4366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
