Gene_Numeration,RHC3579__Epithelial___2749FE,RHC3591__Epithelial___2749FE,RHC3597__Epithelial___2749FE,RHC3599__Epithelial___2749FE,RHC3621__Epithelial___2749FE,RHC3629__Epithelial___2749FE,RHC3641__Epithelial___2749FE,RHC3836__Epithelial___2749FE,RHC3839__Epithelial___2749FE,RHC3840__Epithelial___2749FE,RHC3848__Epithelial___2749FE,RHC3849__Epithelial___2749FE,RHC3855__Epithelial___2749FE,RHC3863__Epithelial___2749FE,RHC3868__Epithelial___2749FE,RHC3870__Epithelial___2749FE,RHC3871__Epithelial___2749FE,RHC3874__Epithelial___2749FE,RHC3879__Epithelial___2749FE,RHC3881__Epithelial___2749FE,RHC3884__Epithelial___2749FE,RHC3897__Epithelial___2749FE,RHC3898__Epithelial___2749FE,RHC3902__Epithelial___2749FE,RHC3915__Epithelial___2749FE,RHC3922__Epithelial___2749FE,RHC3923__Epithelial___2749FE,RHC3901__Epithelial___2749FE,RHC3903__Epithelial___2749FE,RHC3905__Epithelial___2749FE,RHC3914__Epithelial___2749FE,RHC3947__Epithelial___2749FE,RHC4021__Epithelial___2749FE,RHC4123__Epithelial___2749FE,RHC4124__Epithelial___2749FE,RHC4131__Epithelial___2749FE,RHC4050__Epithelial___2749FE,RHC4065__Epithelial___2749FE,RHC4073__Epithelial___2749FE,RHC4859__Epithelial___2749FE,RHC4877__Epithelial___2749FE,RHC4878__Epithelial___2749FE,RHC4890__Epithelial___2749FE,RHC4902__Epithelial___2749FE,RHC4915__Epithelial___2749FE,RHC4922__Epithelial___2749FE,RHC4926__Epithelial___2749FE,RHC4931__Epithelial___2749FE,RHC4938__Epithelial___2749FE,RHC4944__Epithelial___2749FE,RHC4945__Epithelial___2749FE,RHC4947__Epithelial___2749FE,RHL2672__Epithelial___2749FE,RHL2716__Epithelial___2749FE,RHL2717__Epithelial___2749FE,RHL2723__Epithelial___2749FE,RHL2724__Epithelial___2749FE,RHL2733__Epithelial___2749FE,RHL2747__Epithelial___2749FE,RHL2758__Epithelial___2749FE,RHL2759__Epithelial___2749FE,RHL2760__NA__grey,RHL2765__Epithelial___2749FE,RHL2766__Epithelial___2749FE,RHL2769__Epithelial___2749FE,RHL2770__Epithelial___2749FE,RHL2779__Epithelial___2749FE,RHL2780__Epithelial___2749FE,RHL2781__Epithelial___2749FE,RHL2791__Epithelial___2749FE,RHC5544__Epithelial___2749FE,RHC5546__Epithelial___2749FE,RHC5549__Epithelial___2749FE,RHC5550__Epithelial___2749FE,RHC5552__Epithelial___2749FE,RHC5553__Epithelial___2749FE,RHC5554__Epithelial___2749FE,RHC5555__Epithelial___2749FE,RHC5557__Epithelial___2749FE,RHC5558__Epithelial___2749FE,RHC5566__Epithelial___2749FE,RHC5567__Epithelial___2749FE,RHC5569__Epithelial___2749FE,RHC5574__Epithelial___2749FE,RHC5575__Epithelial___2749FE,RHC5577__Epithelial___2749FE,RHC5582__Epithelial___2749FE,RHC5586__Epithelial___2749FE,RHC5592__Epithelial___2749FE,RHC5597__Epithelial___2749FE,RHC5598__Epithelial___2749FE,RHC5599__Epithelial___2749FE,RHC5610__Epithelial___2749FE,RHC5611__Epithelial___2749FE,RHC5624__Epithelial___2749FE,RHC5627__Epithelial___2749FE,RHC5629__Epithelial___2749FE,RHC5632__Epithelial___2749FE,RHC5637__Epithelial___2749FE,RHC5643__Epithelial___2749FE,RHC5647__Epithelial___2749FE,RHC5707__Epithelial___2749FE,RHC5768__Epithelial___2749FE,RHC5790__Epithelial___2749FE,RHC5815__Epithelial___2749FE,RHC5896__Epithelial___2749FE
2519_2,0,0,2.55744,101.549,0.464586,17.1562,0,0,0.369222,0,0.527279,0.433453,0.909641,0,0,28.6601,5.13551,0,0.0911775,0,0,7.85742,0,4.90708,48.6704,0,0,470.112,0,49.4939,7.9897,4.01379,0,0,0,42.1657,0,6.17963,0,0,0,15.0007,5.75897,0,13.2605,54.6463,0,0,7.74679,18.2982,14.1258,19.0651,0,291.368,68.2335,0,23.523,45.5094,8.02543,24.4482,0,0,61.0838,5.77711,0,28.0086,657.643,9.49516,10.4129,55.2224,11.1491,14.859,32.2229,54.5437,0,45.1641,1.82135,0,65.9198,0,4.38109,283.51,47.512,0,14.6898,78.3028,150.164,0,6.78722,0,12.863,0,37.4972,0,0,31.1283,0,91.6757,593.088,3.21897,954.21,15.3572,1.07504,0,0,0
2729_2,89.9256,9.47688,6.86556,0,0.552876,1.44174,0,23.9432,0,0,0,0,0,165.92,0,0,0,0,0,0,5.92773,18.4196,0,117.438,43.6134,0,24.2626,0,0,0,2.47516,0,0,0,0,33.402,0,0,0,0,0.681905,174.323,3.66016,7.10886,0,2.16655,92.7195,0,51.9538,0,65.1711,0,9.79717,0,0,0,5.40412,0,216.215,415.682,90.5821,0,0,6.39698,9.57693,2.22457,0,5.25456,33.8272,0,0,0,0,0,0,0,64.2025,18.1259,0,8.29484,20.0922,699.613,17.5615,0,12.7423,0,0,6.26068,7.45041,124.349,60.3397,0,0.402613,11.9195,142.183,0,0,10.3942,0,0,0,121.706,0,0,0,0
1080_2,104.742,26.1449,54.5858,0.156371,1.36789,287.611,177.565,156.321,49.0278,121.515,3.50677,34.9125,0,82.3229,0.390223,0,11.1914,1.7449,230.67,395.528,91.505,227.965,0,36.61,69.6265,113.367,8.24572,0,182.26,0,83.849,100.539,0,38.5617,64.5217,9.58261,14.0096,27.2364,0,23.6905,0.818648,28.5208,71.8184,38.1349,0,50.7739,329.602,0,309.226,146.818,2.81201,35.5939,1.01343,197.606,3.53768,96.9516,266.478,18.7744,202.094,72.9594,194.143,498.803,29.2032,167.559,9.8226,154.368,2.92334,443.619,146.588,190.686,16.1807,169.027,154.302,160.782,184.434,354.749,52.4757,2.93286,0.712228,278.162,221.66,68.5731,117.475,2.23742,65.6543,70.9652,205.262,0,3.47292,0,36.2513,152.23,107.457,36.1357,14.6945,74.0015,6.37307,11.2814,381.05,28.5416,19.9801,31.7559,0.562267,0,59.7912,36.4348
1595_2,32.2808,7.02843,0.616081,0.0590636,18.8101,42.2803,64.1168,0,277.366,311.372,96.5557,34.5031,27.8277,0,0,0,5.80818,37.2585,167.374,838.728,24.98,46.7584,0,12.8289,26.322,6.4746,151.332,57.4613,0,0,14.0121,874.132,1.04534,0,0.0744808,1.30611,0,0,80.1484,38.3305,40.0241,16.6701,490.534,121.118,4.55417,142.697,0,34.0075,115.603,0,2.08238,147.333,19.4034,277.288,103.627,39.3978,0,125.481,98.0503,5.82552,157.62,0,100.03,6.77941,86.2242,357.629,47.9722,342.919,13.77,7.12712,145.256,62.003,32.639,7.86358,608.963,100.194,35.1218,13.1588,28.357,75.782,48.3195,39.0185,2.2125,0,27.6439,164.856,224.748,264.369,175.586,0,48.6445,0,54.1561,157.436,18.9915,33.0943,0,215.681,37.3595,152.775,0,499.934,2.69198,0,0.595604,654.223
51056_2,2.10717,0,0,0,0,9.15134,0,0,0,241.422,0,0,170.456,0,1.34298,29.3728,0,0,0,0,5.55142,0,0,69.4473,50.916,0,4.70004,0,0,0,0,0,0,0,52.9621,2.92385,0,0,0,81.4026,0,1.33317,61.0947,4.60554,0,0,14.6468,169.899,0,21.0025,0,0,0,45.5258,0,12.3341,0,13.0926,20.3745,15.2821,5.03466,24.801,0,4.54442,0,0,0,172.808,0,0,0,71.2975,122.629,41.9759,0,17.3039,0,181.241,114.838,0,0,0,0,677.472,1.36814,2.33304,0,84.0616,0,0,17.2963,0,0,0,0,41.1101,0,0,0,0,0,0,517.962,0,0,0
9957_2,0,0,0,0,0.200371,0.209549,0,0,0,0,0,0,0,0,0,0,0,0.518751,0.125204,8.1154,2.10565,0,23.8946,0,2.68868,0,0,0,0,0.6864,0,0,0,0,0.117943,0.504842,0.470393,0.075023,0,0,0,0,0,0,0.503883,1.50263,0,0.806149,0,0,0,0.268488,0,0,0,0,0,0,0,0,0,0,0,0.53144,0,0,0,0,0,0,0,0,0.128302,0.374275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26_2,61.8718,0,10.6128,0,4.2236,176.086,0,0,0,0.959444,0,0,0,0,0,0,0,0,0,0,8.56329,15.2611,0,26.6785,0,0,0,0,0,0,44.604,0.657172,0,0,120.708,0,0,0,0,0,395.656,0,0,0,0,0,0,0,0,31.1343,28.1442,1.30493,0,17.6399,0,71.8021,0,0,7.33134,0,4.19384,0,0,0,0,0,0,2.28051,0,0,36.6906,28.7898,239.338,125.001,0,1.7491,6.40585,0,573.642,0.811836,0,0,0,0,60.0908,6.39457,179.602,0,72.2958,0,81.4679,0,1.91765,0,4.69365,0,23.8819,2.25712,281.653,0,0.248342,0,0,0,0,0
9108_2,0,0,0.982964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6542_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696073,0,0,0.168858,0,0,0,30.4334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204_2,0,362.961,0.524793,6.87866,73.3662,0,0,0,5.32226,173.766,41.8847,0.847915,0,3.40448,0,5.0725,53.5973,0,50.1518,8.16504,0,44.2695,38.7856,0,0,11.9326,0,56.5151,0,203.09,211.377,0,1623.23,0,0,93.7333,0,0,0,49.3414,80.8657,0,122.992,22.5826,138.085,0,0,42.9575,46.3788,0,0,0,57.6322,61.5301,0,94.9115,0,61.7455,83.4471,6.82785,16.7869,0,0,161.097,38.0492,6.10575,0,26.1835,0,6.33802,3.72904,181.129,2.38951,124.145,0,17.3094,3.29898,0,0,111.734,32.4603,13.7333,159.278,122.168,74.4812,60.2873,0,262.986,906.208,14.2813,133.121,0,71.6368,82.9981,40.9008,53.423,4.30579,75.1101,46.4454,0,138.446,0,2.40765,0,0.672469,0
952_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4706_2,35.2272,174.189,0,1.89137,252.784,0,0,0,314.295,0,0,2.52014,0,0,0,0,0,0,0,583.281,605.517,10.3613,0,71.9559,215.248,3.48935,35.8688,716.873,0,831.267,269.274,0,200.307,9.79714,63.7422,334.561,0,94.5454,0,0,0,0,143.928,101.616,294.197,230.29,52.2401,0,7.0885,2.90851,17.0383,368.166,0,216.544,160.608,228.734,180.346,0,294.694,49.2031,1221.92,27.8981,39.2195,53.5742,413.958,88.5564,57.2062,63.3108,67.9988,0,119.209,259.782,41.8156,321.417,0,221.715,1.96257,100.304,0,231.8,39.4539,228.935,57.1356,0,96.1234,158.865,386.835,141.767,289.745,287.479,423.253,0,16.4642,111.179,47.4995,203.931,0,627.679,347.625,0,0,39.0878,625.318,54.8993,0,0
10165_2,33.8156,0,0,208.978,0,0,1.80693,0,0,64.7507,0,0,73.4543,0,0,0,2.13729,84.2189,0,0,101.848,0.307235,0,0,42.8815,17.6705,6.91317,0,0,0,0,0,158.153,0,0,1.74167,0,349.2,0,0,0,4.72319,40.4991,56.0157,53.3577,0,0,0,0,220.869,0,12.3379,33.5303,68.5913,134.207,0,326.483,27.2633,0,127.286,82.7516,0,34.9447,265.727,13.4537,0,0,1.74381,17.0585,44.1562,59.2875,3.25082,215.978,57.7026,1028.27,54.0361,238.447,392.398,0,183.856,11.1903,37.0635,0,0,3.80329,42.5855,0,0,0,0,39.6816,0,346.908,18.162,35.8851,1.84461,0,0.28781,0,162.316,0,0,133.471,0,0,1.05127
6521_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292_2,72.7152,1995.11,0,2436.99,893.998,975.854,9.76835,2184.99,1159.1,1977.54,155.475,0,682.161,1229.55,1009.7,2.1937,519.016,0,1758.52,1489.39,1167.81,324.958,0,213.458,70.5638,543.075,0,930.384,0,550.64,659.9,451.199,3394.83,157.664,1500.52,2672.65,1485.63,261.343,1325.75,975.623,1163.11,118.873,702.577,2089.54,764.569,734.091,761.925,51.9739,1142.74,2303.44,14.6303,644.71,4672.91,1347.88,3827.39,365.011,475.89,55.6975,2444.19,1385.02,398.415,16.1885,746.255,512.461,116.938,823.916,4309.3,122.042,961.307,965.161,84.8042,1532.55,1657,1351.11,2120.7,1902.99,0,2613.63,377.403,1218.82,763.028,549.355,634.851,0,1141.52,1334.14,1428.48,3410.77,488.511,0,1667.7,0,296.487,1051.57,181.488,2158.18,652.308,260.906,1770.44,669.506,3926.66,532.705,5282.75,0.60012,2326.34,3549.28
6296_2,1078.48,0,0,0.897745,0,42.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.95,0,479.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42324,28.8359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8361,0,8.17194,0,0,0,0,0,0,478.98,0,0,0,0,0,0,0,0,0,6.22741,0,0,0,0,0,0,0,0,0,0,0
4353_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54677_2,0,0,149.744,0,0,9.61898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145386,0,0,4.26735,20.6446,7.27093,0,0,11.0999,0,0,0,0,0,0,2.62673,21.0042,0,0,0,0,18.5259,0,0,0,0,0,0,0,0,0,35.4224,0,41.4469,0,0,0,0,14.8349,0,0,0,0,0,0,0,0,0,2.50541,0,0,0,0,2.29161,0,0,68.286,0,0,0,3.60359,0,0,0,0,199.296,0,0,0,0,0,0
5244_2,55.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.6485,0,0,0,0,0,0,0,7.05118,0,0,0,51.3305,0,0,16.0742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55904_2,72.0908,25.4601,1598.69,215.273,69.6655,14.7608,0,52.118,156.794,169.514,81.5117,58.302,11.8103,13.5063,113.275,40.4915,149.15,11.5333,393.349,116.493,25.8004,207.582,128.205,230.609,19.811,84.7409,172.993,0.856259,6.24722,245.213,14.3909,0,19.4012,69.2548,27.8451,0.101272,2.90277,32.9827,40.6135,165.836,112.701,342.263,213.665,10.2735,450.079,147.328,30.1815,151.615,9.09576,431.898,21.9734,97.2743,0,47.893,201.675,662.918,222.034,65.8913,82.404,399.898,464.848,514.178,177.533,59.2094,24.467,109.432,165.838,28.3677,570.931,149.969,393.945,30.2548,364.407,82.6862,730.979,221.519,716.103,293.236,512.599,102.309,217.743,144.661,83.4784,1842.23,171.624,41.3495,334.429,47.6636,0,9.17535,48.6019,0,372.67,253.155,218.562,103.941,129.449,400.873,78.9961,965.835,211.806,5792.17,59.7764,6.50455,0,622.987
6833_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99599,0,0,0,0,0,0,0,0,0,0,0
55750_2,0,0,567,0,0,0,0,0,0,0,39.2203,338.858,0,0,0,105.401,53.1135,0,0,0,0,2.66599,0,254.24,0,0,395.685,0,0,0,0,0,0,542.454,0.230851,0,0,0,0,0,0,0,18.5604,102.352,0.949783,0,3.11897,0,0,0,0,0,0,0,11.9944,4.62721,0,0,0,0,40.6884,0,464.346,0,0,302.925,0.658968,0,0,0,0,0,2.83411,109.98,0,0,0,123.378,0,100.884,182.984,40.1335,0,0,122.826,31.2436,0,128.87,0,0,0,0,17.2338,144.299,3.90577,84.0351,0,27.7622,0,18.026,0,0,15.5768,0,0,0
221_2,0.760461,0,0,0,0,0,0,0,0,0.349925,0,0,0,0,64.0069,0,0,0,0,0,122.197,5.15547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03318,0,0,0,0,0,0,44.6039,0,32.7556,7.06133,0,0,0,0.985991,5.81671,0,0,0,0,0,0,0,0,0,0,0,1.37977,0,3.48415,15.3038,0,12.7368,0,0,0,1.12649,0,0,0,0,0,1.13369,0,0.586623,0,0,0,0,0,0,0,0,0,0,0,36.8343,0,0,0,1.2652,0,0,0,0
79017_2,110.852,0.330032,47.9851,93.3869,0,36.6745,0,0,18.4604,493.803,0,0,0,0,0,2.65545,1.1166,0,0,9.50943,15.9689,12.242,0,5.27623,23.5997,41.3965,0,1133.49,368.113,235.349,0,0,4.92813,0,44.8787,207.026,0,0,0,409.337,211.101,0,365.541,43.7202,171.426,910.483,22.6986,0,475.779,12.3116,245.866,0,157.892,611.846,86.833,0,282.181,425.596,15.778,47.3158,12.3432,0,73.8179,10.5713,14.3298,79.4126,316.958,2168.12,0,177.17,20.8908,237.344,139.916,241.243,0,353.427,115.339,478.165,402.829,156.89,770.269,1099.49,133.971,0,549.305,340.214,0,1004.94,414.545,1946.84,664.949,0,0,109.572,0,206.347,317.083,1563.44,0,0,0,0,730.202,2649.04,1.3852,0
8228_2,0,0,0,0,0,30.0812,0,0,1.33877,0,0,0,0,0,0,0,0,25.8619,6.2534,0,0,4.55083,102.24,0,0,247.055,0,0,0,0,0,0,0,0,346.274,0,0,0,0,0,0,0,0,0,0,29.2705,216.234,0,0,6.27152,0,0,54.5482,0,0,0,11.5914,0,43.8684,0,0,0,20.1117,0,0.851547,0,0,1.44651,0,0,0,0.677425,8.618,0,0,0.528193,0,0,0,129.212,0,0,0,0,0,0,0,0,0,0,148.523,0,0,0,0,143.661,0,0,0,0,0,0,439.486,0,0,0
151531_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5048_2,0.0745652,0.924695,0,2.50029,0.234811,0,0,2.85229,0,374.757,0.910242,1.86528,0,57.3847,0,0,218.472,105.875,0,15.7116,31.5928,3.35096,3.29807,1.08698,13.25,0.770436,1.44501,0,0,0,0,0,0,0,67.0721,0,0,0,0,0,0.445615,0,28.7405,0,0,0,0,0,4.49258,0,76.9015,71.8527,2.20099,12.9278,0,5.28654,11.6418,0,5.90911,0,896.269,0,0,0,0,35.6148,37.5209,0,0.652146,0,20.1045,6.8502,123.697,50.6108,24.6699,0,227.568,0,0,6.68807,198.296,11.3413,181.614,0,0,1.08851,0,31.72,0,0,0,0,0,0,0,0.127285,0,0,12.4819,0,0,198.737,4.93354,0,103.323,8.94943
4843_2,0,0,0,0.146099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9058_2,0,0,0,0,0,0,5.83579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8277_2,0,0,0,0,0,0,4.08428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.035
9091_2,0.932099,0,0,0,0,0,0,0,0,0,0,11.7461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72194,0,0,0,0,0,0,0,47.7756,0,0,0,0,0,0,0,0,0,0,0,0,9.68864,0.461361,0,0,0.563694,0,0,0,0
65220_2,0,0.313248,0,0,0,0,0,0,0.485547,0,0,0,0,0,5.10802,0,0,11.4029,0,20.8876,0,7.20021,0,0,23.3534,0,0,0,0,2.00425,0,731.662,0,0,0,18.9284,0,0,0,0,0,0,2.75175,0,3.65532,0,0,0,48.113,0,0,0,0,0,104.332,0,0,0,25.723,0,0,0,0,5.21965,0,0,0,0,15.4945,6.16845,295.001,33.3785,0,2.04312,0,37.2001,0,0,0,0,64.2186,0,0,0,0,0,0,0.774517,1.7993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10157_2,2.59589,0,2.7156,0,5.00319,0,0,0,0,0,0,0.847365,0.383695,0,0.701588,0,0.837139,0.304005,0.0951831,0,0,0.558696,0,0,0,0.552752,0,0,0,0,0.472118,0,0,0.195653,0,0,0,17.7163,305.323,5.17658,0,33.638,3.02238,3.73251,0,0.881752,0,0,1.10618,0,1.30328,0,0,111.574,0,0,6.85248,0,273.542,0,0,0,0,531.705,2.21608,0,0,0,477.678,0.558665,1.02564,0,0,0,0,0.585962,0.460734,0.667716,0,0,2.21685,0,0,30.5414,0,0,0,0,0,0,0,0,0,0,0,0.319541,1.16314,0,0,0,0,0.744554,0,0.137395,0,0.199759
6482_2,0,0,0,0,0,0,0,0,0.706834,0.191638,0,3.29716,0,30.4104,0,0,0,0.723163,0,0,3.90677,17.2702,0,6.64419,1.12159,0,60.4941,0,0,0,0,0,0,0,0,0,0,22.0248,0.248252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7486,15.0234,0,0,0,1.39403,0,0,0,0,10.2603,0,82.456,0,2.79318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93411,0,0,0,0,0,0,0,0,0,0.182666,0,8.45995,0,0.150178,0
7384_2,162.694,105.965,0,121.955,11.1804,280.067,4.03278,0,268.702,0,0,0,0,31.6207,0,0,31.6843,321.68,0,0,120.029,0,0,0,0,10.8581,0,12.4923,285.426,14.9132,276.905,0.976819,7.80103,387.219,5.47914,48.0449,0,0,0,136.657,0,0,14.1179,19.4787,0,139.956,59.8343,13.3107,22.3235,201.705,0,129.451,23.5368,114.561,96.2105,341.183,0,187.412,311.023,118.003,4.1085,0,0,5.46555,0,35.6448,0,0,196.461,2.7771,259.606,329.253,102.397,0,0,559.613,241.853,111.114,12.2454,70.5497,44.8914,259.322,64.9975,0,177.633,814.752,0,216.95,857.735,56.0638,132.052,0,73.1216,6.77827,0,352.202,3.42828,98.3143,457.526,0,0,0,49.3275,0,0,34.7451
6540_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3423_2,0.0693654,0.0642395,2.56568,17.4199,0,0,3.37685,0,0,2.84877,73.0575,2.75898,0,65.2018,5.88131,20.6345,138.58,48.0876,0,0,0,8.83962,4.49752,3.57029,23.2549,2.29882,0,33.6143,0,0.512297,0.170308,30.2758,9.88288,0,119.54,0,0,0,257.321,0,0,0.194311,10.7876,0,0,3.16001,6.03394,0,0.36722,0,2.6556,0,0,0,0,165.532,4.95246,0,0,0,0,0,0,0,0,0,2.91099,6.20049,0,0,0,0,0,0,0,0,0,0,8.98139,0,0,77.6444,0,136.992,129.895,0,0,0,0,0,0,0,13.2904,0,48.9805,0,0,34.8238,578.634,0,0,0,160.872,0,389.759,0.547997
6534_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912122,0,0,0,0,0,0,0,1.98366,0,0,0,0,0.521836,0,0,0,0,8.74102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51099_2,0,1.36443,0,0,0,0,0,0,0,0,126.784,0,0,0,0,0,0,0,0,0,0,138.051,0,22.6145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22854,0,4.14585,0,0,0,0,0,0,0,0,0,0,0,0,0,22.798,0,0,0,0,0,0,37.682,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7763,0,0,0,0,0,73.3937,0,0,0,0,0,0,0,0,0,0,0,0,18.7976,0,2.70922,0,0,0,0,0
5286_2,98.1408,3.21968,1.63466,0,0.387817,968.742,12.8792,23.6991,37.2991,0,1.20946,0,0.489877,0,0,0,61.9029,0,0,9.99062,0,18.68,0,14.3847,0,41.54,0,18.8156,451.768,0.057521,0,0,0.293899,0.490355,1.71753,4.65324,0,0,90.6075,5.44668,216.747,0.12555,2.2931,1.8676,81.8164,37.6253,0,0,8.11078,224.887,3.82187,0.574408,0,2.22334,42.7686,0,0,354.348,64.6712,88.9719,4.3403,0,0,0,0,0,0,6.81156,12.7273,0,65.9287,0,0.927604,0,0.489981,0.568044,8.27408,0,1.56201,10.1173,1.07309,0,7.22231,0,5.10573,34.4894,0,0,669.994,0,2.44408,0,107.307,40.5759,38.8881,0,9.71525,0,0.0962498,0,0,0,0,0,0.027578,18.1669
