Gene_Numeration,RHC3546__Tcell___C6E879,RHC4045__MastCell___E596C5,RHC4053__Tcell___C6E879,RHC4747__Tcell___C6E879,RHC4771__Tcell___C6E879,RHC4776__Tcell___C6E879,RHC4804__Tcell___C6E879,RHL2752__Tcell___C6E879,RHC5620__Tcell___C6E879,RHC5646__Tcell___C6E879,RHC5699__Tcell___C6E879,RHC5702__Tcell___C6E879,RHC5827__Tcell___C6E879,RHC5910__Tcell___C6E879,RHC5982__Tcell___C6E879,RHC5995__Tcell___C6E879,RHC6004__Tcell___C6E879
79695_4,0,0,0,0,0,0,0,6.06445,0,0,0,0,0,0,0,0,0
2531_4,0,0.448644,541.724,0,0,0,0,0,0,0,0,21.8999,0,0,0,0,6.54649
97_4,0,0,0,0,0,0,0,0,0,0,139.169,0,0,0,0,0,338.598
10965_4,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64118,0,0,0
1743_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4329_4,0,0,126.85,0,0,0,0,0,0,0,0,63.2161,0,0,0,0,200.398
51004_4,0,0,0,0,0,0,0,0,0,104.438,0,0,0,0,0,3.08587,0
26503_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83401_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57678_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140286,0,0
2805_4,0,0,0,1.92595,0,0,0,0,55.1962,0,0,0,0,0,0,0,0
79646_4,0,0,105.331,79.1054,0.830262,0,0,0,0,0,0,0,0,0,0,0,0
25902_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83884_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39_4,0,0,0,0,0,6.24836,0,0,1201.71,588.233,0,0,2.7854,0,0,0,0
84569_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29880_4,0,0,0,0,0,0,0,0,0,0,2.04347,355.961,0,0,0,0,0
83468_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053_4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40643,0,0,0
157506_4,0,0,0,0,0,0,0,0,0,3.66167,0,0,0,0,0,0,0
8288_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9227_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85320_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113_4,0,0,0,0,0,0,0,0,0,0,0,0,4.98188,0,110.089,0,0
55268_4,0,0.275238,0,0,0,2.40488,39.2582,0,0,0,0,0,0,1.24782,0.854186,0.393414,0
3764_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8702_4,217.79,0,0,0,0,0.58857,0,0,0,0,0,922.071,0,0,0,0,0
847_4,0,0,0,0,0,0,0,0,0,0,0,20.6498,0,0,0,1157.71,0
2170_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5290_4,0,6.95798,0,0,0,0,0,0,0.597338,0,0,0.0479243,0,0,0,0,122.208
4952_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9956_4,0,0,0,0,0,27.3554,0,0,0,0,0,0,0,0,0,0,0
51251_4,0,0,0,0,0,2964.16,0,0,0,0.683433,0,0,0,0,0,0,653.601
48_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117685
6718_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9469_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5033_4,0,0,0,85.7069,0,0,0,0,0,0,0,7.86927,0.296988,0,0,0.35941,0
8034_4,0,57.5389,0,0,110.517,43.5022,0,0,0,0,0,0,0,0,0,0,0
35_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2974_4,0,0,0,0,0,0,0,0,0,0,0,0,0.202349,0,0,0,0
5153_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757_4,0,3256.3,0,0,0,0,0,0,0,0,0,0,0.466793,0,91.596,0,0
1621_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262_4,5.6673,0.0827658,841.225,0,0,0,5.40893,39.6848,0,0.346256,0,0,14.3911,0,0,0,0
206358_4,0,0,0,0,0,0,0,0,0,0,0,0,0.417464,0,0,0,0
81579_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5208_4,4.97687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2181_4,1.88989,2.40024,0,0,660.582,11.2517,0.25651,0,0,0,0,0,0,0,0,0,0
79586_4,0,3.75462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116255_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6560_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796.224,0,0
140687_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57468_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51604_4,0,0,0,0,0,3.92308,0,29.6637,0.489328,0,0,0,0,0,0,0,0
514_4,25.9678,47.1637,60.112,61.3641,88.8391,0,13.985,220.541,273.809,71.2679,0,75.1849,7.0139,4.9358,13.8694,12.4197,16.9402
5335_4,0,0,0,0,0,0,0,0,0,0,0,634.792,0,0,0,0,0
5740_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5105_4,0,0,0,0,0,0,0,0,0,0,0,10.785,0,0,0,0,0
5184_4,0,0,0,0,0,0,0,0,85.7823,0,0,0,0,0,0,0,0
55577_4,0,0,0,0,0,0,0,0,0,0,0,0,3.4574,0,0,0,0.379682
84693_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10396_4,0,0,3.13501,0,0,0,0,0,0,0,0,23.6267,0,0,0,0,0
10786_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6568_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2739_4,0,0,0,0,0,0,628.387,451.395,0,0,0,27.1739,0,0,0,815.24,0
2806_4,0,0,0,0,0,0,0,512.154,0,0,0,0,147.091,0,0,0,0
171425_4,0,0,0,0,24.6664,0,0,0,0,0,0,0,0,5.62891,0,0,0
6555_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10257_4,0,902.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4694_4,508.509,1588.84,1153.86,69.8254,287.232,0,0,1406.9,3177.96,0,0,1248.29,1.54712,186.442,0,0,22.018
27109_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026.36
9953_4,0,0,0,0,0,0,0,0,0,0,0.102642,0,0,0,0,0,0
60386_4,0,0,0,0,6.79649,0,0,0,0,0,0,0,0,0,0,0,0
30833_4,0,0,0,0,0,0,1361.16,0,0,0,0,0,0,0,0,0,0
56261_4,0,0,604.452,0,0,0,0.306215,0,0,0,0,18.1018,0,0,0,0,5.37078
80025_4,0,0,0,0,135.266,349.171,109.763,0,0,0,0,0,0,0,0,0,224.935
3704_4,78.4845,0,1360.74,17.3221,0,39.6029,0,0,0,0,0,0,0,0,0,0,0
7389_4,0,0,0,68.5061,0,0,0,0,0,0,0,1277.17,0,0,0,5.92077,0
6487_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10870_4,727.794,520.343,2453.13,2345.31,0,0,305.256,889.839,53.3332,1230.56,924.301,0,0,0,921.373,0,0
1340_4,100.322,181.557,67.1012,35.8942,1589.86,28.1608,0,565.335,620.805,541.526,661.759,585.167,0,105.032,0,653.826,1017.7
435_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81537_4,0.309253,0,0,0,0,0,0,0,0,0,0,33.7679,0,0,0,0,0
79717_4,2.49229,0,0,0,0,0,521.123,0,0,1.29564,0,0,0,7642.42,0,0,0
1350_4,381.535,0,0,30.0428,512.552,2604.17,0,3220.92,457.311,0,28.5588,27.3485,113.013,2191.91,54.8819,1863.57,264.835
3425_4,0,0,0,0,0,0,0,0,1.04604,0,0,0,0,0,0,0,0
5322_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10975_4,76.9479,148.267,415.762,772.505,80.8522,0,303.483,350.164,1483.19,1174.28,93.0098,8.87662,21.4581,0,4.82819,0,126.207
1892_4,0,0,0,0,0,0,0,0,0,0,0,15.8071,1.39849,0,0,3.30882,0
79644_4,0,0,0,0,0,0,0,0,0,0,0,12.4707,0,0,0,0,0
10606_4,2.81264,0,0,61.4635,0,0,0,0,11.4239,0,0,66.3384,0.315033,0,3162.89,0,0
5471_4,0.256817,0,0,14.1218,28.8303,0,0,0,0,0,0,0,0.0930923,0,0,0,0
9514_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53947_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4357_4,0,0,0,0,0,0,131.348,0,0,0,0,0,0.213114,0,0,0,0
7263_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9296_4,0,0,0,0,533.833,0,256.284,0,117.986,0,0,0,0,0,0,0,0
4698_4,5.81928,0,0,0,0,0,100.559,0,5.15623,0,0,0,0,1.01217,0,0,0
50940_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120862,0,0,0
2571_4,0.333192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8854_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3712_4,135.218,0,0,0,0.934714,2357.43,0,0,0,0,0,115.661,0,0,0,0,0
1854_4,9.21053,0,0,5.84252,0,0,0,0,0,0,0,0,126.207,0,126.459,374.891,0
60559_4,110.685,0,0,35.0655,0,0,0,0,5.64262,45.7768,54.3088,74.1175,0,8.49701,9.87043,0.756479,20.3299
8424_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7166_4,0,0,0,0,0.398286,0,0,0,0,0.572561,0,0,0,0,0,0,0.440161
1635_4,35.9605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5338_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196883_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79948_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2593_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26290_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6303_4,491.66,10939.2,19854.4,183.078,57.8857,4139.23,2512.49,227.565,7864.61,1.21633,0,2470.37,3739.68,357.668,1.72597,0,17767.4
59272_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376497_4,0,1.12272,0,0,27.8187,0,0,0,0,0,0,0,0,0,0,0,0
25796_4,17.8523,0,0,0,0,0,0,0,31.293,854.576,0,0,0,0,0,0,0
81616_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2527_4,0,0,15.6055,0,0,0,0,0,0,0,0,4.7184,0,0,0,0,0
4705_4,2.52482,0,0,0,0.601401,0,0.363695,0,121.251,0,0,0,0,0,0,0,0.193781
7837_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25830_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571_4,0,0.0792797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445_4,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03675,0,0,0
83549_4,0.687933,0,0,0,0,0,0,0,0,0,0,962.354,0,0,0,0,0
6535_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56301_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3293_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8789_4,1.15296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11046_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84701_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2686_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55902_4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10292,0,0,0
529_4,3.91351,0,0,0,0,0,0,0,0,56.9722,0,0,0,0,0,0,157.04
1327_4,783.448,0,0,174.803,0,343.031,0,751.821,33.9156,1545.96,0.14201,1117.83,17.2652,515.383,0,122.29,4697.61
1349_4,14.6251,0,0,1.30135,1.05449,4.32724,18.5771,614.63,0,12.1624,195.835,4.65348,0.67534,618.34,0,51.1803,10.7551
6569_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3620_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5538_4,0,0,0,0,0,0,0,0,1717.16,0,0,1396.19,0,0,0,0,0
26061_4,0,0,0,0,0,8.30403,0,0,0.444616,0,0,0,0,0,0,0,0
117248_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6533_4,0,0.609317,34.9894,0,0,0,53.7328,0.823549,0,0,4.35034,0,0,0,0,0,0
9945_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8639_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47_4,521.583,0,0,0,173.125,0,0,0,0,19.2876,0,33.9248,0,0,0,0,29.3141
314_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2538_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4695_4,156.973,0,0,0,0,79.1982,0,0,0,0,0,544.302,0,0,0,239.99,0
765_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10948_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5160_4,0,0,0,0,154.864,0,0,193.154,0,0,0,0,0.850152,0,0,0,0
64087_4,0,0,0,0,0,0,0,0,10.9581,0,0,19.482,0,0,0,0,0
22856_4,0,0,0,304.076,0,348.131,0,227.115,0,0,0,0,0,0,0,0,0
2643_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.338
6538_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51478_4,0,0,0,0,236.08,0,0,0,0,316.647,0,0,0,206.798,0,0,0
51805_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.872
1644_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55065_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340026,0,0
3000_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84105_4,0,0,0,0,0,14.9369,0,0,0,289.488,0,0,0,0,0,0,0
57127_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76475,0
480_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91703_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64900_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29958_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23743_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8170_4,2.61518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5145_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93492_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721202,0,0
10400_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5287_4,0.190137,0,0.800058,0,0,0,0,0,0,0,159.715,0,0,0,0,0,0
1118_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759873
9365_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84787_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5158_4,0,0,0,286.542,0,0,0,0,0,0,0,0,0,0,0,0,0
55748_4,0,0,0,84.8934,66.3083,0,2308.57,20.3285,0,281.504,0,0,0,0,0,0,0
66035_4,0.349996,0,0,0,0,0,0,0,0,17.9393,0,2.63298,0,0,0,0,0
728441_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3612_4,0,0,0,0,328.562,46.7938,0,162.457,0,0,0,108.416,0,0,0,0,0.636535
759_4,0,0,0,0,0,0,0,0,0,0,0,1.39687,0,5.44328,0,0,0
272_4,0,0,0,0,172.992,0,0,0,0,0,0,1.49236,0,0,0,0,0
3295_4,122.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4017_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2944_4,0,0,0,0,6.58131,0,0,0,0,0,0,0,0,0,0,0,0
27159_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3158_4,0,0,0,0,0,0,0,229.024,0,0,0,0,0,0,0,0,0
10390_4,0.189399,0,0,0,0,0,0,5.83892,0,0,0,0,0,0.160527,0,0,0
54407_4,0,0,0,17.6211,2.14682,0,0,303.411,0,0,0,0,0,0,6.21801,0,920.365
23175_4,220.042,0,0,0,0,0,28.7614,0,1.28433,0,1061.4,15.0239,0,119.411,0,93.2923,169.824
129607_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91332
3939_4,1345.51,0,2014.17,1819.15,0,462.695,25.9073,6.55476,106.565,4.64089,73.188,123.77,122.959,17.6334,0,3.1423,606.718
10599_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53_4,0,50.7096,0,0,0,80.4094,0,0,0,0,0,0,0,1.4126,0,0,86.1732
1573_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9415_4,0,0,0,0,751.238,0,0,0,0,0,0,0,0,0,0,0,0
3703_4,0,216.013,0,0,1.43957,0,50.6041,0,25.982,803.713,0,28.0451,0,0,4.58491,0,114.646
55312_4,0,0,0,0,0,0,0,0,0,0,0,0,0.264442,0,0,0,0
29968_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10993_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79799_4,8.87945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54490_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4907_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517_4,398.569,0,0,0,0,55.7881,1003.45,1542.37,784.472,3772.4,0.303261,63.767,892.212,0,0,0,277.813
27165_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43717
5959_4,0,0.797229,0,0,0,9.08446,0,642.065,0,0,0,0,0,0,0,0,0
2583_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4284_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6610_4,0,0,0,0,0,0,0,0,53.8105,0,0,0,0,0,0,0,0
2799_4,0,125.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9776
53630_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23563_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6553_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2752_4,0,483.502,13.936,0,0,0,0,9.39408,0,20.4392,0,0,0.850679,0,0,0,0
5279_4,0,0,0,0,0,0,0,0,0,0,0,0,4958.85,0,0,0,172.905
80704_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1593_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329_4,390.897,4.07156,945.493,338.215,0,0,171.934,0,848.048,26.4304,991.928,29.3244,0,0,0,89.8528,0
160428_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8803_4,0,0,0,0,0,0,0,32.3186,77.087,0,0,0,0,0,0,0,0
83852_4,1.55763,0,0,0,0,0,0,0,0,35.7685,0,0,0,0,0,0,0
55501_4,0,0,0,0,0,0,0,0,28.3029,0,0,0,0,0,0,0,0
1607_4,71.1614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10588_4,0,0,0,0,0,0,0,0,0,0,0,245.628,0,0,0,0,0
3658_4,1.28385,0.121723,0,9.60424,0,0,404.642,0,0,1.63419,0,0.204425,0.18468,0.146401,0.903784,30.6857,67.1562
4711_4,0,0,0,29.4445,0,0,0,0,0,136.689,1.67425e-06,91.78,0,0,0,2140.64,0
11227_4,3.23696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55627_4,23.4694,0,0,0.977669,0,0,0,0,0,0,0,0,0,0,0,0,0
9394_4,0,49.8967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56886_4,0.102408,0,0,0,0,0,0,28.3859,0,0,0,432.175,3.04405,0.242349,0,0,1.65708
2572_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27090_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29988_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229_4,0,0,0,0,0,0,0,27.3273,0,0,0,0,0,0,0,0,0
2356_4,0,0,0,10.5025,0,0,0,0,0,0,0,0,0,0,0,0,0
570_4,4.53232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9550_4,0,0,0,0,1474.6,0,719.02,0,620.221,0,0,8.16608,0.456973,0,0,85.6061,0
8818_4,0,0,0,0,0,0,0,0,0,0,0,0,0.999618,0,0,0,0
5168_4,0,228.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9380_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219_4,0,0,0,0,0,0,0,0,0,63.1309,0,0,18.0652,0,0,0,0
2766_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10864_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11309_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8836_4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29076,233.641,0,0
2542_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51496_4,9.87678,0,0,33.4618,14.8453,26.3286,173.904,0,0,0,0,0,0,0,0,0,26.7137
3706_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5330_4,0,1.00352,0,0,0,0,0,0,15.9759,0,0,0,0,0,0,0,0
53905_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9153_4,0,0.836269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64220_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1588_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1629_4,0,0,0,0,0,0,0,0.48253,0,0,0,19.2033,0,0.766738,0,0,0
85465_4,0,0,0,4.82104,0,0,0,0,0,0,0,0,0,0,41.5209,0,0.1729
3032_4,3.11313,1671.73,0,0,0,2.98548,0,0,0,0,96.0925,0,0,0,0,0,34.6347
3795_4,0,0,0,0,0,0,0,0,0,0,0,0,0.69748,0,0,0,0
109_4,0,0,0,0,0,0,670.32,0,0,0,0,0,0,0.762829,0,21.5161,17.7365
1545_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8884_4,0,0,0,0,151.069,0,0,0,0,0,0,0,0,0,0,0,0
64240_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6519_4,2.25628,0,0,0,0,0,0,0,0.494446,0,0,0,0,0,0,0,0
1559_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1558_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756975,0,0,0
9023_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953_4,136.462,0,0,811.259,366.933,3888.66,121.055,1.05663,0,0,0,3.75178,46.3923,0,112.564,2.02028,616.06
51196_4,0.967262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5950_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316_4,0,0,0,0,0,0,0,0,0,0,0.181292,0,0,0,0,0,0
471_4,569.654,0,0,444.948,0,0,0,0,0,0,0,0,0,0,0,0,0
130752_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3417_4,102.454,0,0,0,0,0,0,0,0,2.98889,0,0,0,0,0,0,0
30061_4,8.43313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26035_4,0.920203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60490_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64579_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8654_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27068_4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73448,0,0,0.727856
3033_4,38.3265,0,0,0,0,0,0,0,0,0,0,0,0,0.907786,192.194,0,0
9061_4,2.93927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283358_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5149_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84920_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5288_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89869_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53919_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55500_4,0,6.36401,0,0.848904,0,0,338.356,0.735163,194.531,0,413.658,109.183,2.13876,0,0,0,17.0313
4704_4,0,0,0,0,1603.08,0,0,0,0,0,0,0,0,4.78088,0,0,0
55089_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312517
121278_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374462_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144193_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113675_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51228_4,0,0,0,0,0,0,0,0,0.311623,0,0,580.876,0,0,0,5.62632,0
9107_4,0,0,68.4378,0,0,0,0,0,0.487693,0,0,0.235043,0,0,2.04364,0,0
6541_4,23.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6821_4,0,0.969823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8608_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91012_4,0,0,0,140.965,0,0,37.8971,0,0,0,0,0,0,0,0,164.663,0
11226_4,0,0,0,52.7554,0,0,39.9962,0,0,0,0,27.9557,2.23586,0,0,91.8053,0
51380_4,0,0,0,4.48738,0,0,0,0,0,0,0,0,1.39171,0,0,0,0
2098_4,310.344,0,0,0,0,0,10.0144,0,0,0,0,0,0,0,0,0,0
23067_4,0,0,0,9.0039,0,0,217.103,0,0,155.001,0,0,0,0,0,0,0
145226_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122481_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
